@relation 80dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute dim61 numeric
@attribute dim62 numeric
@attribute dim63 numeric
@attribute dim64 numeric
@attribute dim65 numeric
@attribute dim66 numeric
@attribute dim67 numeric
@attribute dim68 numeric
@attribute dim69 numeric
@attribute dim70 numeric
@attribute dim71 numeric
@attribute dim72 numeric
@attribute dim73 numeric
@attribute dim74 numeric
@attribute dim75 numeric
@attribute dim76 numeric
@attribute dim77 numeric
@attribute dim78 numeric
@attribute dim79 numeric
@attribute dim80 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}
@attribute class7 {1,2}
@attribute class8 {1,2}

@data
51.60294,54.871039,75.935629,89.76027,70.520665,91.622387,111.868041,119.375597,97.750806,117.524232,75.66148,59.076865,84.812754,84.78687,92.453697,74.114777,108.380388,118.358339,118.992935,134.571956,34.350719,70.893537,66.675699,64.793558,78.283566,89.234858,91.460943,110.803724,110.449869,116.91078,35.421762,75.580832,59.554737,101.206619,88.242834,91.194295,86.558898,87.338302,124.577697,93.621143,57.788192,74.449529,59.02598,59.781542,101.05708,89.951545,117.686089,87.846157,110.339321,134.887562,32.312087,60.465579,54.533438,74.784419,62.181072,65.214562,84.939385,69.438651,86.557574,71.738595,77.381589,85.301133,100.074517,104.944187,121.491647,104.928195,108.551857,134.747445,136.437274,115.775517,48.448211,49.618347,74.82199,52.282455,88.185305,80.498619,104.971445,120.552323,125.942235,126.841452,2,2,2,1,1,2,2,2
50.524937,52.542922,74.413079,89.847318,69.523263,91.265018,112.700905,117.750956,97.222615,114.808925,52.265208,44.589162,76.891321,55.720639,85.644498,92.244136,55.328172,55.573302,69.248837,105.732635,58.900209,53.939932,86.465336,71.541366,110.57925,90.351048,118.825068,103.978933,112.155606,125.10135,34.435938,72.744891,57.915634,99.856204,87.725186,90.00581,83.110871,87.078429,122.733225,93.309938,58.54918,75.353259,58.835789,60.007225,99.613252,89.660918,116.439593,85.509436,110.613844,132.964435,33.680083,62.244353,55.803009,75.732871,63.544138,66.565425,86.018961,70.918439,87.476817,73.527895,78.325462,87.647625,102.401741,104.677082,124.411011,105.797018,110.334099,136.88623,137.896394,118.586511,47.918288,50.701557,74.119987,52.236705,89.484846,80.599321,106.196204,119.089802,126.823269,127.500692,2,1,1,1,1,2,2,2
52.029505,54.256981,77.097533,91.101873,71.032382,93.041578,112.642946,120.46326,99.894309,116.752522,78.191215,58.062,83.793777,83.877278,91.964618,74.527949,108.039097,116.496471,119.908832,135.548308,32.961168,69.627995,66.069136,63.157334,76.941325,89.256612,90.010696,110.300215,109.714673,116.059579,34.995821,74.672907,57.550093,100.219991,87.037517,89.928024,83.439406,86.866579,123.07258,92.928593,58.760625,75.739422,59.462581,60.663749,99.968566,89.625391,115.701979,87.788608,110.597136,133.999974,32.657517,60.533021,55.196244,74.982465,62.940174,64.832347,84.936172,69.838462,86.740906,71.331724,75.457276,28.66331,61.768661,49.812071,56.780846,87.164349,64.620189,90.394206,49.837634,95.789886,46.613003,51.226921,73.993984,51.858627,88.005503,79.392135,106.896298,118.438337,126.777122,125.691931,2,2,2,1,1,2,1,2
50.459006,52.953145,75.879846,89.068344,68.549798,91.339908,111.579148,118.086156,97.962178,115.438283,50.209241,45.041288,77.218671,54.383775,83.916136,90.366934,54.205574,55.947507,69.260214,106.034475,58.853388,55.360315,86.613827,72.144407,111.481002,90.895195,120.280051,104.633314,113.445122,126.473448,35.600801,44.82923,80.775258,94.358035,76.357557,77.296871,79.76933,89.212495,98.252981,93.795415,56.072533,66.296287,92.314957,85.514818,104.98254,112.770215,95.610852,98.880403,101.667063,101.095062,43.740535,56.808496,58.45912,67.112631,78.024381,74.030312,78.179334,92.063914,94.950883,81.937977,74.394354,30.822329,63.684862,50.122445,58.66224,86.546192,65.279998,92.951468,49.898949,96.754134,29.856022,73.712315,89.583284,77.88833,92.289325,96.114899,83.755257,125.640189,130.480252,104.966336,2,1,1,2,2,1,1,1
52.396642,52.71763,74.737741,90.536508,69.890477,92.393497,111.170851,118.811136,98.035025,115.079872,76.063336,59.362138,85.800845,82.313819,92.107484,76.191805,108.677382,117.901701,120.23092,133.22632,33.648944,69.530404,67.496416,63.927468,75.905687,89.134284,90.263981,110.216891,110.196283,114.089304,36.038549,42.298829,81.160881,92.928067,77.558083,75.656101,80.031837,87.4025,96.501501,91.13782,57.052256,66.644077,90.896486,86.393918,104.759854,111.573744,93.608165,96.729267,100.968295,101.180156,32.736006,61.710125,54.772907,74.803008,63.489429,65.710356,85.9027,69.813767,87.471273,72.9434,79.297019,86.749959,102.14361,105.262511,123.694148,106.843344,110.136581,137.375765,138.539893,118.973579,31.342906,72.697626,89.436751,78.733723,92.317157,95.728988,84.414272,124.6135,130.111103,104.468597,2,2,2,2,2,2,2,1
50.867317,51.866996,72.741246,88.676912,69.389007,91.571433,110.18301,118.141957,97.09614,114.421473,49.56146,45.376481,76.575675,56.271436,84.403039,89.465708,56.555708,56.733362,70.703733,103.215275,32.56223,69.304727,66.025372,63.816024,76.747093,87.976407,89.693596,109.994483,109.362434,114.383445,35.290036,74.178629,58.700848,99.815677,87.868672,90.141805,84.345,87.108975,123.544594,92.443196,54.911845,65.042943,92.038646,84.669652,103.272097,111.103741,94.266008,96.505719,100.736563,100.105305,34.561701,62.143666,56.051401,75.721943,64.104912,65.889378,86.127307,70.082595,88.176969,73.505496,76.432009,84.54222,98.728928,102.518738,120.682784,102.644708,108.720098,133.251853,135.97596,115.600587,31.663835,74.520357,89.601049,78.939641,94.320503,96.0259,85.984077,125.960282,131.142099,105.126117,2,1,2,1,2,2,2,1
51.406208,52.828302,77.389762,90.013061,69.961841,93.61516,112.479724,118.26127,99.329938,116.612052,53.1681,45.396385,76.287907,56.886015,86.03393,90.947906,57.215354,55.81941,69.998189,104.802655,33.913655,71.901305,67.677329,64.077022,77.915071,89.913028,91.92804,110.167428,111.382373,117.416266,35.317664,74.104147,57.562892,100.526789,86.72795,90.476948,85.335778,86.952506,123.933026,93.722884,55.60601,67.293569,91.628148,87.034602,105.927288,113.062684,95.859761,97.918349,101.318991,101.574015,43.624733,56.198697,58.76152,65.897951,77.739164,74.839841,77.76345,91.780192,94.721829,80.877586,76.082487,27.612033,60.774467,52.819805,56.722973,86.738725,64.116891,91.856152,49.518854,96.051074,31.283989,73.125234,89.805605,79.226131,92.633995,96.961963,85.118397,126.111256,131.442701,103.513322,2,1,2,1,2,1,1,1
51.322994,54.555396,75.551079,90.858502,70.257945,94.1388,112.583452,118.782235,98.757786,116.697884,50.895246,44.776519,75.528935,55.138817,84.443458,89.539588,56.414214,57.021859,68.468471,105.376462,34.914113,70.177116,67.519246,66.368979,78.713195,90.283573,91.478257,111.28739,111.917018,117.508747,34.707024,41.890644,80.295803,93.68431,75.435171,76.547809,79.990044,86.935515,96.320555,91.085531,56.889769,66.822212,92.34951,85.10216,103.920113,110.520736,95.326745,98.719813,99.896253,100.753759,45.167555,58.29227,60.275378,67.537698,79.153215,76.328639,78.547787,92.900357,96.024042,83.200605,75.907641,30.404548,62.726276,52.12209,57.735971,88.713962,65.792348,91.94176,49.522087,95.676825,29.934112,73.48799,89.816215,79.161708,92.372761,95.515114,84.234867,124.638776,129.716514,104.047881,2,1,2,2,2,1,1,1
50.191181,51.6378,73.366664,89.381951,68.100115,90.927952,111.558122,116.766628,97.093788,114.829166,51.93944,43.854492,75.558338,53.23147,83.811104,90.378553,57.440659,55.543029,67.378557,105.43915,33.953967,69.370038,66.069917,63.777456,77.171202,88.058864,91.746905,110.413333,110.465066,116.050053,36.508444,43.371179,81.178923,95.252489,77.030492,74.563603,80.012331,88.657691,97.731462,92.259128,56.803661,75.589696,59.284246,59.909945,100.240948,89.389086,117.441034,87.736423,111.55074,136.318982,33.942108,61.619824,55.663983,76.001939,63.978942,66.589955,86.48862,70.830376,87.636915,73.691379,79.163856,86.609548,101.390321,104.865899,122.447227,106.700422,109.834672,136.784674,138.667348,117.899433,48.914384,51.333884,76.214411,51.920019,88.83767,79.512141,108.723794,119.544318,126.496613,128.12842,2,1,2,2,1,2,2,2
50.5478,51.641758,74.21542,90.788851,69.629292,92.956819,111.748426,118.210278,97.862568,113.950897,51.790267,45.670311,76.077393,54.427592,85.77753,90.45474,56.380783,55.709314,68.959699,105.437613,58.446119,53.80732,85.616321,70.646436,109.82805,90.023193,118.762325,104.03401,110.933256,126.253465,37.020944,43.999001,82.273814,95.881043,78.868919,76.628915,82.18678,89.847898,96.811462,93.482171,56.438483,74.198781,56.32179,58.297319,99.175428,87.981567,114.034265,87.347356,110.11595,131.547843,34.127151,61.709601,55.87657,75.698251,64.034627,66.265718,86.342009,70.512698,87.83699,73.318987,76.392185,28.880871,62.54866,51.531591,56.762803,87.124062,64.198116,92.010032,49.940349,96.064551,48.04693,49.597511,72.084187,53.950126,89.931061,79.789852,106.072884,118.345014,125.88167,127.397627,2,1,1,2,1,2,1,2
50.851419,52.6658,72.190422,88.818089,69.536077,89.864243,111.061813,118.623572,95.9616,114.97563,51.62121,44.372955,76.53353,54.954653,84.073517,90.692033,54.216616,56.408331,68.956498,105.314453,32.937993,69.770046,66.275154,64.125325,76.448878,88.982507,90.041,110.243299,110.259631,115.202588,35.579417,43.605772,81.481273,95.327446,76.817468,75.857769,81.523064,87.954972,96.654361,92.470802,57.425004,72.316479,58.022524,59.206393,99.611674,89.43304,114.463631,87.03325,110.485069,132.720183,32.379062,60.789043,53.908923,74.170128,61.834776,65.047959,84.761025,69.262917,86.688041,72.584859,80.023014,88.732827,101.528206,107.063235,123.898616,108.749072,113.290517,137.820792,140.123176,119.59328,31.445048,75.362958,90.193257,78.754966,91.742224,96.83272,86.403061,125.172143,130.281143,104.533908,2,1,2,2,1,2,2,1
50.942052,52.020962,72.95986,89.600722,68.348636,91.790144,111.355468,118.644833,97.412813,114.088291,77.162149,59.242918,85.076646,83.53778,92.341875,75.33813,108.037673,115.920134,121.077545,135.22515,33.67774,69.260167,66.266314,63.73275,76.108,89.162083,89.85048,109.581362,111.052757,115.922708,36.1394,42.984898,81.668792,95.010133,76.469082,76.33632,79.890368,89.398421,97.956342,92.896178,58.094951,76.437411,58.947792,60.730375,102.108837,90.902338,116.460849,88.365887,110.059827,136.650245,33.679266,61.563635,55.949058,75.089278,62.813878,66.115906,85.752139,69.927942,86.941528,72.329845,76.126215,29.152737,61.975652,50.792964,57.504076,86.280673,64.636437,90.133886,49.457455,97.859967,50.370186,51.97372,76.885838,54.26773,91.668127,78.91436,106.540468,120.169808,127.580603,128.090766,2,2,2,2,1,2,1,2
50.60451,53.709108,74.899188,91.195665,70.145744,91.88741,111.216807,117.677802,97.573694,115.475695,52.524337,43.129879,75.776359,53.599887,83.963318,89.268342,56.680148,56.112567,66.848285,104.949045,60.845339,56.743143,88.04417,72.873919,111.349967,91.57896,120.424647,105.223609,112.474913,127.232448,34.019606,42.803623,81.060387,95.314063,76.019235,75.7025,79.505319,88.45101,97.039234,91.119386,55.937576,66.921227,91.013431,85.801738,104.450307,112.734624,95.227794,98.172288,99.480264,101.530755,33.888501,62.155012,56.428635,77.008178,64.190751,66.74009,86.06001,71.0586,88.150357,73.522193,78.582455,87.905267,102.16186,106.086624,123.976189,106.89435,110.087454,137.507457,138.566745,118.547549,50.01918,49.648309,75.240927,52.499589,89.387057,79.659956,107.994848,118.666101,127.699482,127.2852,2,1,1,2,2,2,2,2
50.654234,52.462044,74.358531,89.563291,70.498599,91.789966,111.769772,119.162759,97.764053,113.802804,52.341807,43.969404,75.868779,56.416163,84.851762,90.103665,57.228305,57.02468,69.431594,104.577498,57.692082,53.389407,85.541131,69.497226,108.579547,88.747521,117.268168,103.479127,108.596682,124.67619,37.8918,44.496372,83.525653,95.697365,78.040716,77.385743,81.703051,89.062559,99.184073,93.43051,55.9757,67.63806,93.915631,86.093776,105.671917,112.990355,96.411152,98.080202,101.318286,101.985587,33.542172,61.532655,56.032986,75.974167,63.658533,66.356768,85.880921,70.487182,87.814187,74.019456,78.352705,86.93185,101.509503,106.580603,123.356603,106.985719,111.314591,136.983391,138.849918,118.237017,29.537091,74.095052,89.562401,77.99644,92.844096,96.368711,85.028015,125.203588,130.183805,103.679608,2,1,1,2,2,2,2,1
51.102345,53.787056,75.431985,89.475689,69.927715,93.645437,112.971765,119.364164,99.374834,116.318215,53.863507,45.278601,77.506317,55.847901,85.760925,90.537247,56.534128,56.60429,67.459492,104.66043,58.778012,53.984399,86.102764,71.813222,110.088773,89.867171,118.523235,103.003193,110.934737,125.880914,34.343852,42.502293,81.089849,92.417456,76.652369,74.877458,78.647786,87.193749,96.392694,92.065523,55.746891,65.220571,91.657341,82.885951,103.454345,110.774083,94.189456,96.972123,99.716865,100.123285,33.287041,61.200665,54.253277,74.984423,62.374156,65.596009,85.276754,69.86975,87.011116,72.442603,74.979372,29.033264,62.435883,51.506721,58.323205,89.555075,65.851678,91.610971,49.022479,95.284942,49.233048,52.25366,76.646257,52.624458,90.204997,80.761951,108.042778,122.495585,128.711089,128.678435,2,1,1,2,2,2,1,2
52.251953,52.947397,74.904511,88.0083,69.394966,91.607735,111.108452,115.803817,97.483567,115.716012,50.770787,45.201137,75.6556,53.076819,84.888711,90.844513,55.910874,55.230582,68.527557,104.875385,58.61118,55.229873,86.021638,70.493438,110.969174,89.798121,118.971601,103.833512,110.010347,126.100594,35.580245,75.884418,59.116091,100.776714,87.246008,90.889319,84.560624,87.977818,124.139123,93.160159,57.902144,74.789168,58.498581,60.217748,101.032897,88.732904,116.919018,88.593217,109.938357,134.974869,44.10519,57.231012,59.5892,66.385401,78.765086,75.613311,78.017923,92.520868,95.751941,82.495775,79.28238,87.874695,102.299047,105.786013,124.263672,107.948272,110.690049,137.119223,139.696589,119.064932,30.604866,73.634155,89.684793,79.537725,92.922752,95.66542,84.408928,126.096207,130.000397,103.736032,2,1,1,1,1,1,2,1
51.337103,53.12081,74.001326,89.179933,69.23279,93.380554,110.536526,119.229381,96.103065,115.121834,52.320178,46.140129,75.62341,54.898577,84.785287,91.014643,57.567497,57.446764,70.532622,107.76652,58.890936,55.850587,86.896526,71.308393,111.219545,89.927978,118.487907,105.251547,112.218695,126.064243,35.89474,43.720499,81.995134,95.851681,78.190652,76.339173,81.839324,89.816399,98.615872,92.94,58.334181,74.745641,58.927547,59.862517,99.816793,89.842481,116.142308,88.812361,110.3812,134.634474,34.557648,62.338059,56.217797,76.301779,63.267785,66.262711,86.579586,70.591454,87.917894,73.583864,77.178665,29.452257,63.517152,50.175761,55.982929,87.700016,63.642136,91.035282,50.376264,95.105976,48.491226,51.017652,74.989202,53.28749,89.208226,80.437032,105.500827,120.14561,127.047787,127.083898,2,1,1,2,1,2,1,2
49.743629,51.669228,73.920812,89.745702,68.866886,92.396761,109.344401,116.791731,96.816702,114.376304,74.507832,59.71362,85.025603,82.703992,91.797855,74.749047,107.891414,116.578851,119.291626,134.420706,34.049501,71.89368,67.8106,64.879409,77.559157,89.118597,92.008007,111.172436,109.893438,115.998075,34.103269,74.776077,57.66658,101.389314,86.659654,90.384093,86.53816,87.708094,123.296454,94.479194,55.423283,65.638556,90.970471,85.199785,104.795106,110.867962,95.068471,96.305128,99.735528,100.621284,44.205249,57.252851,59.074775,66.535281,78.768942,74.825191,77.710214,92.3934,95.035101,81.761318,77.839195,86.626569,100.308217,104.685422,123.504994,106.382577,109.434254,136.201101,137.287575,117.41074,31.80067,75.230937,90.563509,78.969424,92.6358,96.104848,85.189518,125.676705,131.545446,104.999408,2,2,2,1,2,1,2,1
52.763986,53.55844,75.081602,90.943848,71.148348,92.620376,112.785517,119.081615,98.723293,115.778967,77.987007,59.345638,87.587749,84.903212,94.157883,76.362904,108.183885,118.045074,122.113016,136.990934,60.0633,55.910104,86.770269,72.671567,111.187779,90.671403,120.154103,105.901568,112.395971,127.976163,33.994178,71.092485,56.835214,99.6728,85.999127,88.906218,82.953344,86.158127,121.714925,91.418935,56.079318,64.804643,89.800169,84.048232,103.196329,111.72704,93.288806,96.479344,100.010309,100.498698,43.985942,56.839623,58.991367,66.973792,77.507331,74.815614,77.947753,92.661601,95.362731,81.979565,79.359432,88.380546,103.273369,105.022383,123.954579,107.671536,111.644239,136.996464,140.208079,119.368413,30.762076,73.745367,90.133995,79.800451,91.726969,97.118589,86.047423,126.062026,130.478161,104.06641,2,2,1,1,2,1,2,1
52.407268,53.147637,73.633648,90.019619,70.593932,92.532609,110.701916,118.47194,98.570746,113.297914,51.712247,45.748383,76.432731,56.817241,84.125982,91.914353,55.655788,55.945518,69.258257,105.911848,32.539886,69.095166,66.777595,64.382929,76.513257,89.114791,90.943949,110.546521,110.346664,116.241768,36.959778,43.754496,82.347167,94.66567,77.583766,76.347531,80.855021,88.290098,98.761243,93.291241,57.137925,73.64796,58.485698,61.200749,99.000824,89.144295,115.108102,87.32512,110.523675,135.067355,44.406449,58.302246,60.188191,67.840729,79.405227,76.172653,79.066166,93.669582,96.506678,82.858277,77.778979,86.16056,101.011185,103.759909,122.462216,105.160923,109.582027,135.744382,136.886829,116.825252,32.242989,74.68469,89.785541,78.982485,93.874356,97.536017,85.708683,125.733177,131.797245,103.367774,2,1,2,2,1,1,2,1
50.348654,51.837026,73.851829,89.313171,68.033222,90.299847,110.015926,117.396866,97.275421,115.139982,51.603179,41.142737,74.978397,54.955226,84.963928,88.243741,54.893428,54.989299,67.679773,103.402195,33.013717,70.04754,67.213241,63.985365,76.552045,88.661486,90.765094,109.905363,110.741046,116.073084,34.438735,73.920733,59.196696,101.365449,88.585244,90.105262,85.239926,87.425111,122.644257,93.221255,59.545884,74.735368,58.71556,61.115803,98.425739,91.147652,114.589243,87.955511,110.085692,134.546537,32.45229,60.62765,54.581269,74.594378,62.557657,65.081983,85.178032,69.143497,86.708215,72.228385,77.315394,31.175721,64.657821,51.730318,59.877157,87.073596,64.425116,91.939487,51.441106,95.77713,30.490994,73.896782,89.676075,79.530482,93.202898,95.836186,85.471864,126.04129,130.123262,104.068611,2,1,2,1,1,2,1,1
51.146137,51.894658,75.524209,89.525809,69.017643,92.144574,110.13165,118.05659,97.738651,114.44223,75.145713,58.551617,84.274319,83.560708,90.969699,73.347296,108.597777,117.215889,119.679534,134.845828,32.76012,70.054839,65.801659,63.377835,76.064038,88.299188,89.212481,109.261823,109.847377,114.928631,34.436168,75.236796,59.568421,100.861182,87.867683,90.645618,86.164621,87.14784,124.350158,93.247053,54.384404,66.20075,89.510889,84.657253,104.402832,110.072094,94.224423,95.896174,99.844599,99.724076,43.916176,56.808582,59.469477,66.258119,78.370321,75.11163,77.558915,92.204486,95.935571,82.513204,76.120319,30.269202,63.036746,51.998375,56.288818,88.656743,63.647171,90.820672,48.321184,95.99628,49.484043,50.226512,76.171275,51.389548,90.609024,78.59919,106.441422,118.230963,127.29158,127.301943,2,2,2,1,2,1,1,2
51.670722,53.934469,75.669409,90.995586,70.600862,93.286026,112.928001,118.509144,98.098624,116.011127,52.257574,44.329496,76.911296,56.882036,85.887951,90.498686,56.141824,57.58502,69.131669,105.809787,34.023782,68.937654,66.172909,64.679713,75.62446,90.454407,90.652749,111.429363,111.65304,115.176807,36.565897,74.469381,58.14209,101.349226,87.078569,90.200826,86.213912,87.778652,123.591682,93.182407,54.532365,65.899663,90.480934,83.633835,103.683991,110.765941,92.744476,95.798387,98.797492,98.419764,31.569431,59.8146,54.538971,73.970265,62.229191,65.070864,84.065061,69.158527,85.556703,71.932784,75.324734,31.162436,61.925903,51.16322,56.808842,87.316531,64.581857,91.436554,51.307094,95.492804,34.187856,75.071617,92.657927,79.239254,93.836357,97.173321,87.349248,127.257812,131.634316,106.05126,2,1,2,1,2,2,1,1
50.203441,50.801588,73.711132,87.04596,67.774931,90.752337,109.825311,117.764356,95.094394,114.896637,76.741842,57.511141,85.192094,84.654358,91.395499,74.578235,107.399295,117.253661,119.077475,134.4864,58.845163,54.535785,85.562878,70.277903,109.852939,90.122183,119.419671,103.497147,110.880043,124.577425,35.531701,73.889157,59.916243,101.628435,87.907849,91.394771,85.608144,87.703578,123.359998,95.159632,59.3669,73.253997,60.539936,59.404696,100.298084,90.977586,116.098407,88.636542,109.845931,134.076908,32.502953,59.379981,53.83468,73.804225,61.643028,64.509628,84.075605,68.511235,85.198696,71.138774,76.607538,30.265336,61.958545,52.534508,57.975617,87.392198,64.62332,90.138595,50.595073,96.441572,31.014561,73.638559,90.851974,78.849521,93.10297,96.574047,86.674767,126.24366,130.634181,104.413533,2,2,1,1,1,2,1,1
51.201979,54.180552,75.973872,91.481086,69.575821,93.402555,112.063725,118.134311,98.897993,116.909997,51.839517,44.135157,78.289808,55.313176,86.184696,89.875786,56.372271,56.770551,70.878253,106.323912,59.087387,55.15137,86.100406,71.755973,110.206771,90.288466,119.184223,104.388769,112.544611,126.154807,37.303487,42.054498,79.231419,93.161043,77.579221,75.826747,79.090287,88.198552,97.52197,91.496545,56.766168,67.72143,92.528511,86.298501,107.008702,112.720269,97.000335,99.771432,102.667997,102.360966,32.931658,61.500559,55.526109,75.730954,63.010299,65.620191,86.25073,69.295104,86.830453,72.321985,75.947338,29.173928,63.366111,52.291386,59.195826,87.557312,65.062141,92.562434,50.879806,96.750464,31.417803,75.159643,90.856905,78.56288,92.706538,97.683046,85.366829,125.235045,130.617555,105.054256,2,1,1,2,2,2,1,1
49.890894,52.735992,74.275847,89.775771,69.246114,89.630724,110.667922,116.693482,96.748862,114.321631,51.219063,44.350656,74.790885,55.215366,84.784487,88.664478,56.819351,55.604577,69.549201,104.943804,60.018499,55.590549,86.806999,71.68759,109.693726,89.738169,120.060669,104.925582,111.906813,126.08213,36.090943,44.831291,81.670406,96.681969,79.217382,77.137033,81.368969,90.638709,99.339574,93.198834,56.008644,66.673719,92.623198,85.973594,105.26549,112.169073,95.566491,98.003033,101.366367,101.146743,31.325239,59.277866,52.556315,73.040058,60.638239,63.053879,82.965113,66.998689,84.916112,70.056908,76.910808,85.428582,101.929226,104.024668,121.790208,105.099325,109.347955,136.126009,136.330029,116.578893,47.335275,51.021049,72.715181,51.085342,89.089284,79.716606,106.237601,118.108326,124.455261,126.376881,2,1,1,2,2,2,2,2
50.327697,52.606476,71.842704,88.462363,68.947785,91.64515,110.92911,116.489586,96.436715,114.459586,76.033757,59.358677,84.54391,85.136601,91.493313,75.084736,108.232569,117.991901,120.485031,134.357132,59.097899,55.77185,85.902019,70.81791,110.477072,91.304994,120.011511,105.420459,112.494176,125.157557,34.380307,72.612368,58.754257,99.719622,87.068405,89.814178,84.514845,87.833022,123.24815,92.538512,55.77408,65.267905,91.140602,85.932448,105.191632,112.777746,94.684243,98.025919,99.822795,100.40456,33.474019,61.106236,55.017317,74.783444,63.014029,65.720184,86.01022,69.591257,87.104709,72.116653,75.71582,85.351285,99.893845,102.966934,121.017369,105.338949,108.288271,134.903878,135.966487,116.250153,47.462774,48.983222,74.147622,51.823296,90.145403,79.742296,105.255817,118.473421,125.714337,126.404307,2,2,1,1,2,2,2,2
51.075597,54.315049,75.178181,88.372978,69.721244,92.940893,111.782516,118.354047,97.517647,115.93549,52.014634,45.016132,77.323233,55.822375,85.060689,90.394919,58.677035,57.639759,67.87906,105.386385,59.294828,55.00052,87.286051,71.45305,109.593577,91.272621,120.121804,105.900958,111.36518,126.703599,37.875234,44.340749,82.018154,96.409172,77.729458,77.886738,80.590944,88.803172,98.430556,92.612321,56.376655,73.215888,57.944793,60.594672,98.66266,88.198704,114.474811,87.091188,108.593044,132.693041,33.434029,61.47463,55.444672,75.725554,63.474841,66.37489,85.367969,70.38039,87.635681,73.032281,76.208949,30.310526,62.398061,51.117165,56.406063,85.738595,64.303949,92.103304,51.421929,95.036598,47.005234,49.598249,73.723943,51.787795,86.961738,79.612766,106.469424,116.632903,124.422876,125.375249,2,1,1,2,1,2,1,2
51.257469,52.435677,75.349767,88.957467,68.443674,92.245888,110.652499,118.133199,97.012893,114.819705,77.466863,58.636624,85.568935,84.898354,92.453864,75.691335,107.593331,117.128133,119.374146,133.233568,58.357722,55.542815,86.113782,70.714387,110.444525,89.392217,119.662484,105.145087,111.81175,126.43904,35.460959,74.692653,58.918158,101.548032,88.325972,92.407554,85.567817,87.9898,124.192827,93.460735,57.049809,66.418035,90.875279,85.622994,105.258922,112.842128,94.599394,97.104023,101.888125,101.708825,31.979134,60.229079,54.657964,73.816321,62.093845,64.631656,84.869118,69.185121,86.305419,72.002232,76.692682,30.220136,62.558708,51.34309,57.824322,88.037005,65.257805,89.898668,50.872005,98.484442,29.885846,73.411351,88.836685,77.411325,90.654284,95.632755,85.431969,125.813065,129.664973,104.360632,2,2,1,1,2,2,1,1
52.541024,52.647745,75.462426,92.010697,69.98482,91.662267,112.130537,119.186018,98.652782,116.011227,74.875929,57.703844,84.801493,83.708668,90.808862,74.44122,109.701246,116.708266,117.458014,134.643152,58.467434,54.576054,85.894459,71.112613,111.2384,89.492548,118.280919,103.689439,111.162949,124.787412,36.426151,44.386149,81.953981,95.159284,78.602914,78.234512,81.356283,90.104112,98.085678,94.325769,54.754871,65.426839,92.052157,83.778527,105.718512,111.855853,94.171087,97.645034,99.716197,100.666856,31.463926,59.594698,53.667023,72.730366,61.378299,64.031924,84.067186,68.127609,85.789781,70.887969,78.520101,86.81229,101.97392,103.521045,122.81683,106.15368,110.853994,136.125376,139.021119,117.694822,49.346652,50.711071,74.835055,53.609105,90.558278,80.697464,107.180634,120.773874,128.117247,128.072205,2,2,1,2,2,2,2,2
49.886382,52.72579,73.150444,88.794854,69.798328,91.729845,110.486795,117.785305,95.936716,115.087606,74.771442,57.077709,83.285998,81.314991,89.959626,71.765917,106.177338,116.977201,116.795881,134.840436,34.026824,69.809077,66.718929,64.297348,76.58844,89.743129,90.664299,110.557362,110.745993,115.189999,36.469125,40.935015,80.631974,93.926689,77.239489,76.607052,79.888133,89.355355,96.547414,90.988936,57.682322,67.588707,93.65529,84.789535,104.910131,111.998197,95.381949,97.520188,102.068963,101.998209,44.196913,57.902092,59.959004,67.76232,79.489845,76.168777,78.57815,93.143472,96.42707,82.68513,77.030008,28.483547,63.250022,51.927154,58.798002,87.782283,64.297976,92.579491,52.638483,95.950675,30.085137,73.881295,90.402732,78.819701,93.47717,96.157128,84.652303,126.381504,130.647107,104.670293,2,2,2,2,2,1,1,1
