@relation 100dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute dim61 numeric
@attribute dim62 numeric
@attribute dim63 numeric
@attribute dim64 numeric
@attribute dim65 numeric
@attribute dim66 numeric
@attribute dim67 numeric
@attribute dim68 numeric
@attribute dim69 numeric
@attribute dim70 numeric
@attribute dim71 numeric
@attribute dim72 numeric
@attribute dim73 numeric
@attribute dim74 numeric
@attribute dim75 numeric
@attribute dim76 numeric
@attribute dim77 numeric
@attribute dim78 numeric
@attribute dim79 numeric
@attribute dim80 numeric
@attribute dim81 numeric
@attribute dim82 numeric
@attribute dim83 numeric
@attribute dim84 numeric
@attribute dim85 numeric
@attribute dim86 numeric
@attribute dim87 numeric
@attribute dim88 numeric
@attribute dim89 numeric
@attribute dim90 numeric
@attribute dim91 numeric
@attribute dim92 numeric
@attribute dim93 numeric
@attribute dim94 numeric
@attribute dim95 numeric
@attribute dim96 numeric
@attribute dim97 numeric
@attribute dim98 numeric
@attribute dim99 numeric
@attribute dim100 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}
@attribute class7 {1,2}
@attribute class8 {1,2}
@attribute class9 {1,2}
@attribute class10 {1,2}

@data
70.849462,94.522502,112.766093,108.367045,130.386259,117.7949,137.643061,133.122336,133.652266,148.503044,37.998045,49.657804,54.594682,61.706128,66.904085,64.813264,61.409347,73.87558,69.810438,76.651434,31.840976,54.452588,67.841212,75.485543,65.798466,74.310036,74.082102,78.988915,87.499857,89.227155,74.955843,63.027953,83.493087,80.643972,100.849172,87.846916,107.961015,109.307576,123.23543,101.885485,39.7362,29.235517,60.411087,32.326289,77.778295,66.51588,42.889704,61.857617,92.395662,64.86626,51.288634,21.74833,72.346719,30.833153,34.96197,74.629387,45.534321,76.375374,78.31468,84.4639,38.202952,59.137082,77.017761,93.682001,103.415917,92.479217,107.178157,89.551909,91.394826,110.944222,74.835722,78.215239,75.5648,70.124879,109.690215,104.538692,88.805695,106.767175,114.899634,91.609686,49.10241,63.110306,60.091031,66.787837,63.259643,70.416725,71.129777,74.453652,69.491392,69.606158,22.76175,46.322161,61.418113,67.003426,78.211225,73.430238,76.519401,72.214512,89.835211,76.941752,1,1,2,2,1,2,1,2,2,1
69.385171,93.02222,111.342251,107.898444,129.731552,117.148774,136.742239,132.224865,133.094056,148.092991,35.428453,47.814741,51.697973,59.962406,64.123922,62.383732,59.694348,71.778638,67.268072,74.247423,41.323229,45.819576,72.674777,61.866895,76.70749,72.60293,78.811417,80.420784,87.000222,82.873889,35.518736,26.073947,49.142238,88.005502,50.555017,39.852322,62.660309,85.448623,79.542711,73.291421,53.258407,55.606951,86.543871,106.751109,111.299061,88.179447,98.205255,121.21635,119.382632,120.656752,45.15098,81.078636,76.976813,74.167407,102.104681,82.564873,80.897701,84.544554,103.753376,75.430471,41.117935,77.179805,54.605974,68.92103,77.451948,88.213096,84.58717,81.574043,86.283461,81.525996,75.902451,80.635821,76.257734,71.966961,109.109814,104.700057,89.584173,104.97701,112.445734,90.283507,64.126845,92.202784,114.899525,120.486254,119.887941,110.684264,129.027057,123.545985,120.608106,122.29792,22.043069,44.414505,60.971734,65.131441,77.698672,72.532216,75.582946,71.318163,88.717383,76.883897,1,1,1,1,2,1,2,2,1,1
69.181667,93.552224,111.393748,107.480244,129.323763,117.005769,136.303617,131.981227,132.228163,148.241166,36.953189,49.353977,52.933118,61.345263,66.599119,63.875908,60.672339,72.555468,68.729959,75.054645,33.369569,56.368144,69.558754,77.137379,67.739501,76.389463,76.04619,80.667476,89.815373,90.82645,36.646012,25.26233,47.737826,85.030168,49.677665,39.230559,65.580189,85.193558,80.475821,73.361537,52.830413,55.267081,86.146201,107.371902,111.984848,87.614597,97.627386,119.459434,118.396099,119.061418,50.654974,22.880087,71.434743,31.48383,35.876462,76.666063,45.369934,76.152094,79.365682,85.978308,42.594555,77.972955,55.149559,71.54369,80.046688,88.143444,86.255598,83.17942,88.770371,84.619846,51.068832,46.106387,69.304282,60.951716,57.361505,97.565302,64.051272,93.325795,116.494213,101.210453,48.939634,62.542133,59.40484,66.317524,62.473105,70.18881,70.417431,74.097167,68.933762,69.054107,22.952722,46.27009,62.016724,66.795044,79.686235,75.094567,76.688267,72.387638,90.496579,77.443669,1,1,2,1,2,2,2,1,2,1
70.020771,93.270326,112.510867,108.447253,130.805249,117.605657,136.735628,133.383229,132.351937,148.290569,35.89668,48.903248,52.624497,60.709128,65.219384,63.520716,60.643808,72.241566,67.935152,75.021994,33.015831,56.243657,68.891515,75.995252,67.122618,75.68938,75.901355,80.775377,89.073842,90.239939,36.839802,24.902802,48.117115,87.138418,49.840944,40.310683,65.594714,86.06843,80.061841,74.952104,39.446569,29.911805,60.723391,34.294651,77.887897,65.364908,41.579292,64.523435,92.104521,63.959686,44.832684,82.004635,77.510479,77.056777,102.861949,82.039084,78.938044,84.607728,102.926696,74.720286,39.287659,58.670952,78.34426,95.455757,103.151245,92.569651,106.757606,89.609626,92.68976,112.004191,51.228796,47.022469,67.529821,61.399402,57.529081,96.7051,64.584829,91.900883,117.491975,101.197639,65.511695,93.287422,116.145584,122.007471,120.735281,112.30815,129.821987,124.899799,121.187096,123.482598,32.470132,66.934589,85.464364,92.775623,77.710677,81.54619,85.079018,86.871837,118.357506,123.083092,1,1,2,1,1,1,1,1,1,2
68.915401,93.3579,110.823519,107.373075,129.775966,116.062246,135.834588,131.692497,132.407588,147.790154,53.851807,63.340949,67.937213,67.162731,69.624029,71.69365,74.837208,75.659626,70.534267,76.700607,37.640459,43.743113,70.451303,59.129041,74.14552,69.66469,77.004947,77.952121,84.534744,80.259139,36.805507,24.854391,48.250631,86.255555,51.713631,38.297364,63.906679,84.937289,80.067408,74.248838,51.974553,55.299538,85.254287,104.797373,110.005099,86.80645,97.614722,118.180931,117.237824,118.924828,44.312593,82.553067,77.363529,74.876597,102.579313,83.01135,80.309687,85.771508,103.794643,74.905397,40.5538,75.448755,54.206317,68.866473,78.935041,89.794069,84.368528,82.177369,86.744402,83.288654,50.133427,46.707305,68.763686,63.195201,57.222199,98.557474,66.031334,92.75314,115.63861,101.389356,63.232744,92.264852,114.702554,120.407776,119.694643,111.57349,128.475003,123.052805,119.843459,121.120188,22.021488,45.164148,61.034601,66.170093,77.870403,73.32162,76.118063,71.554292,89.218092,76.865326,1,2,1,1,2,1,2,1,1,1
70.692408,95.187809,113.055239,110.111182,131.51966,117.805355,137.630594,134.221419,133.608575,149.251066,36.98886,48.994386,52.8365,60.91101,66.064247,63.522093,60.758977,72.19808,68.483044,75.458939,37.291718,44.149004,70.366968,58.554154,73.701141,71.010089,76.054203,77.622183,84.435694,79.32142,72.80239,59.714158,81.52946,78.497506,96.887415,85.602282,105.199421,106.978985,122.015509,100.083401,40.175354,28.849579,60.159524,31.098689,77.13703,66.267055,44.355535,62.698907,91.895879,64.069053,44.69749,82.099723,78.726796,77.953713,104.422713,83.943728,81.034637,86.38789,104.748041,76.614513,39.749216,61.368073,77.974914,95.847725,102.942121,94.012376,107.691072,89.956009,92.48715,112.821718,73.189471,79.873697,74.692513,67.857181,109.315026,100.77042,89.045109,103.642553,113.611498,91.892468,63.623106,92.677135,115.329548,121.231935,120.7132,111.367096,129.379957,124.233756,120.789484,121.623261,33.55363,68.947606,86.303119,94.353375,79.28709,83.035893,85.236855,88.350726,118.098332,122.648972,1,1,1,2,1,1,1,2,1,2
70.269114,94.860756,112.829675,108.738994,131.259227,117.253306,137.215797,133.756626,134.579503,149.277202,51.818338,61.516401,65.974392,65.354614,68.089273,70.130902,72.784212,74.06265,68.729488,74.955657,39.506722,44.700442,72.041849,60.583418,74.908248,71.842761,76.689432,79.372157,85.419721,81.525197,38.271814,25.611505,48.888028,87.195525,51.886628,40.660719,65.740837,87.862625,80.391574,73.079468,50.743624,54.163792,85.688069,106.168337,109.671719,86.260788,97.338552,118.641669,117.964848,118.360085,46.093385,83.021543,79.25199,77.748709,103.465521,80.875421,80.875396,85.320186,102.707783,76.066326,41.451153,76.526496,53.624087,69.107765,77.079829,87.148779,84.952123,82.468316,87.882173,83.679295,74.83882,80.04354,74.892142,69.73417,109.35042,102.688448,88.248087,104.792855,112.690424,92.146764,61.750985,91.165346,112.692217,118.937106,117.071487,108.281343,126.505739,121.567251,118.646022,118.925908,31.34268,67.611724,84.851434,92.134944,77.049086,81.138139,83.584061,85.095805,116.640332,122.167544,1,2,1,1,2,1,2,2,1,2
68.776959,92.396351,110.623884,107.206846,130.534997,116.101236,135.280173,132.042708,131.581411,148.136114,51.651797,61.279617,65.617136,65.077556,67.733616,69.625946,72.557428,73.800214,68.6815,74.773212,38.534409,45.456204,71.542395,61.309629,74.846773,72.126258,77.828341,79.576018,85.504593,81.906238,74.709547,60.223695,81.22092,80.257962,100.706035,86.43193,107.629206,107.915791,121.805357,100.919519,52.63921,54.086157,85.94726,105.843185,110.298681,86.794518,98.029505,119.732421,118.610462,119.669563,44.44555,81.686587,79.044573,76.733274,103.009326,82.120181,81.759727,84.600983,103.544955,76.756597,39.46849,59.22308,76.975013,93.913855,103.702507,92.137092,106.507028,88.839879,91.945118,111.546645,49.864579,46.907938,69.655552,60.625329,57.059232,98.176048,65.285065,93.091674,115.927401,101.632746,62.426462,92.368355,115.309336,121.18578,119.249124,110.657113,128.763623,122.813693,121.0105,121.388486,32.196769,69.344636,86.745327,94.586787,79.267374,82.591291,86.165797,88.209595,118.002589,123.626915,1,2,1,2,2,1,1,1,1,2
69.249111,94.062099,111.534234,107.948146,129.486112,116.941074,136.331226,132.334511,132.51918,147.683958,51.106088,60.741779,65.166731,64.577118,66.949863,69.162986,72.026591,73.184654,67.908075,74.038144,40.803966,46.693886,72.932291,61.497386,75.918156,71.99743,78.395658,80.475687,86.455285,83.177509,39.008716,26.154671,49.34797,86.914167,51.302849,39.722198,65.580887,85.973528,80.725759,74.216731,37.312136,29.096515,62.183469,30.820297,78.196579,67.289828,42.799131,61.25816,94.267136,64.206887,45.067991,82.762163,75.611128,75.041375,102.054651,83.427588,79.30246,85.201415,101.400452,74.269092,37.692952,59.276138,76.795182,93.91195,102.076832,92.318926,107.259927,87.996935,91.357171,111.215816,75.920026,81.344781,74.163167,70.415345,109.742029,102.640878,87.696266,105.217657,113.178781,89.901108,63.160845,90.966299,115.867584,121.121924,119.414743,109.703833,128.735341,122.711281,119.585144,122.685952,23.041697,46.274128,61.620922,66.903695,79.207673,74.438879,76.206955,72.979611,90.506006,77.168209,1,2,1,1,1,1,1,2,1,1
69.906387,94.223216,112.944467,109.565409,131.165944,118.389912,137.779531,133.626737,133.43407,148.297812,50.814335,60.126998,64.614694,64.251182,66.871997,68.902124,71.620093,72.850205,67.749029,73.766096,32.037845,54.448198,67.627575,75.720397,65.975803,74.773055,74.211014,79.766074,88.003241,89.049148,73.159972,59.828713,81.824338,79.533135,100.524139,85.274625,106.416185,108.6804,120.733779,99.635688,40.197915,30.572352,62.125261,31.306392,77.656383,66.040947,43.61985,62.999028,92.38833,62.679591,44.615818,81.782442,76.41773,76.092521,104.44227,82.279374,78.8605,84.643596,102.221912,75.424411,42.678434,78.269966,55.724042,68.653123,77.438102,90.344858,85.991661,82.584293,87.073286,82.903841,75.742542,81.118601,77.353652,70.419106,108.307067,103.68467,88.952406,105.425678,112.653593,90.942606,48.614512,62.164564,59.193506,65.904539,62.205102,69.817903,70.224309,73.666977,68.524895,68.909036,23.585595,47.421903,61.767689,67.170633,79.0814,74.58959,76.943225,73.710017,91.413231,78.732224,1,2,2,2,1,1,2,2,2,1
69.346619,92.313052,110.564867,107.659222,128.477182,116.136537,135.537597,131.403313,131.023585,146.751533,38.559238,50.365122,54.46125,62.254142,68.125795,65.731058,62.169341,74.361478,69.620251,77.309729,39.279377,45.047821,72.43719,60.720456,74.793612,72.044276,77.595715,80.442855,86.535808,81.911448,74.030971,58.775698,80.439121,78.712268,99.200362,86.700769,106.42942,108.667805,121.6336,100.605213,40.572109,29.081678,59.47487,31.618484,78.82355,66.166476,42.692704,62.66436,92.553531,64.056355,44.734242,80.202544,77.813624,76.660681,103.554441,82.953919,80.92027,85.176265,102.450634,76.920197,42.792862,75.325955,54.709388,68.414556,77.570729,87.819536,86.690961,81.0623,88.455292,82.5063,74.182613,79.68508,74.37384,70.393485,108.5499,101.625143,88.59636,105.286506,111.190345,90.754857,48.062414,61.537851,58.908768,65.478137,61.755706,69.4934,69.761104,73.065476,68.315952,68.625885,32.860539,68.055232,85.657399,93.298282,78.844187,82.333279,85.419743,87.240742,118.891163,122.067268,1,1,1,2,1,1,2,2,2,2
71.26015,95.300647,114.056881,109.74407,132.456268,118.975666,138.143494,133.868008,134.372735,149.125498,53.226617,62.669489,66.989705,66.633375,69.08446,71.194556,74.337783,75.149622,70.465323,76.210318,31.470662,54.233757,66.74493,74.953467,66.173307,74.252498,73.705844,79.193699,87.897242,88.412122,76.19021,61.645051,83.139374,80.904253,101.281025,87.049412,107.865385,107.251166,122.432064,101.798318,51.044788,55.038344,86.184074,104.148937,109.731827,87.391345,97.291324,118.264424,116.983117,120.17475,45.348599,81.779873,77.395334,75.793506,103.44849,83.221259,80.646683,84.838079,102.976523,76.681375,39.689677,59.54764,78.870348,95.734986,104.272546,93.24195,107.696254,91.262246,92.259795,112.70912,75.390718,77.715714,76.071448,70.349658,108.777999,104.756246,88.377435,104.49993,112.282524,89.474857,49.737767,63.261824,60.283485,67.106637,63.556925,70.673227,71.471117,74.645526,69.648512,69.967639,21.9768,45.301015,60.713486,65.914679,78.018201,73.126394,75.679374,70.737948,89.172282,76.919244,1,2,2,2,2,1,1,2,2,1
70.549627,94.722877,113.11438,108.324983,131.356178,117.06309,137.828791,133.644034,133.803872,149.179138,35.687634,48.300668,52.143747,59.818863,64.769268,62.624336,58.948739,71.431208,67.59509,74.616899,38.578878,44.618992,71.245165,60.729623,74.225738,70.996183,77.036255,79.451988,84.998043,81.176359,73.597678,61.28185,82.139791,80.142607,101.258606,88.636113,108.064003,108.183478,122.708382,100.250918,38.588779,28.691426,60.548778,31.557419,77.266166,65.576888,42.807562,62.650833,91.642102,64.153288,49.073752,24.043377,72.486341,30.386567,33.703251,73.588503,46.130656,77.51473,78.532903,86.556442,38.548722,58.526827,77.572238,95.471762,104.017244,92.312709,107.05145,89.615621,91.5221,112.741065,51.821942,46.738973,68.715934,61.030868,57.498194,97.630459,65.269912,94.835688,115.791694,101.531527,62.299815,89.91737,113.18892,119.843607,118.281252,108.94166,128.018855,121.881628,118.25926,119.969488,22.486796,46.084365,60.451035,66.725098,77.290767,72.856646,75.555609,71.75185,89.098032,76.669259,1,1,1,2,1,2,1,1,1,1
70.723976,94.865344,113.237867,109.010972,131.201802,118.158509,136.718964,133.465343,133.85391,149.023174,36.716214,48.889593,53.476206,61.150974,65.631479,64.268579,60.352363,72.739792,68.200118,75.078143,31.939911,54.293325,67.807415,74.749339,66.262862,74.024961,73.787558,78.92932,87.905037,89.066379,73.677425,59.800529,82.583062,79.310284,99.752531,87.42954,105.716421,109.853301,122.739515,99.558961,53.613456,54.896078,86.305251,105.773608,110.126672,86.614689,96.047142,119.467923,116.491915,119.504339,44.940226,82.117042,78.388281,77.326269,102.329196,84.326967,82.087493,86.445027,102.689523,75.58085,38.391949,58.700396,77.868284,93.41345,102.673611,91.891745,105.776459,88.771045,91.690216,112.005764,73.715714,77.860833,73.918941,67.471965,106.907078,101.544217,85.961603,103.202905,111.594994,89.971422,48.988903,62.730736,59.827349,66.542072,62.803011,70.060388,70.651715,74.101838,68.874847,69.300236,32.539729,68.345729,86.097903,92.710221,79.094439,82.29801,85.863129,87.874469,119.297284,123.002213,1,1,2,2,2,1,1,2,2,2
69.716902,93.839709,111.419596,109.574794,130.257139,118.09558,137.093792,133.525968,133.489046,148.444377,52.761655,62.069977,66.688793,66.152994,68.437245,70.407556,73.228539,74.412777,69.455604,75.353392,32.174664,54.823465,67.300344,74.984747,65.928627,74.490727,74.1168,78.839843,87.847331,89.413368,73.184955,60.136776,81.744807,77.193721,98.647906,85.777539,106.66087,107.476253,121.22333,100.479226,38.00576,29.468191,59.387566,32.500502,76.311217,65.63312,44.448202,63.105136,93.923308,64.705277,50.732634,20.818943,74.12031,29.762775,34.33797,75.442712,45.65081,76.870273,78.84719,86.186453,39.155345,60.249489,78.320012,94.102467,104.655618,92.800918,108.209076,89.8997,93.275497,112.268665,50.520653,46.407079,67.325128,62.103392,56.112839,98.021162,65.146249,93.526765,116.902131,101.685078,50.440628,63.848252,61.236134,67.938708,64.19345,71.405588,72.005014,75.308133,70.506812,70.749132,32.413276,66.878899,85.487419,93.510641,78.416703,81.760567,84.016279,87.229612,117.872732,120.824356,1,2,2,2,1,2,1,1,2,2
68.491982,93.425571,110.80218,107.251393,128.952192,116.605943,136.067646,131.929461,131.858376,147.760536,51.384751,60.737492,65.179255,64.71841,67.243185,69.266027,72.353043,72.808771,67.998608,73.748793,40.34294,45.934088,72.22606,60.555517,75.356055,71.972653,77.814089,81.507014,86.687311,83.299076,36.318255,25.650764,47.948937,85.577853,50.615106,41.256456,63.21074,85.361693,80.297176,74.002532,52.055049,55.302274,84.961227,105.633306,110.672442,88.26036,97.850774,120.688529,118.153881,119.613074,45.098729,81.790318,76.85468,75.435596,103.319547,83.786759,80.354961,85.106465,103.625005,77.03921,41.137436,77.033436,54.879428,68.15991,78.527799,85.829927,83.343406,79.910552,87.210365,83.341975,75.157064,79.865677,74.665986,69.458981,108.730554,101.28067,87.538004,104.439517,112.701127,90.404769,48.411543,62.105788,59.199225,65.910593,62.156837,69.743802,70.479969,73.464498,68.616731,68.826837,20.670398,44.746415,59.321495,65.270603,76.127002,71.998826,73.118007,70.51589,88.476964,75.471915,1,2,1,1,2,1,2,2,2,1
67.450105,92.224341,109.965908,107.232105,128.903628,115.451847,135.794217,131.020195,131.225856,146.110727,36.826401,49.166496,52.936321,60.815324,66.049066,63.573612,60.304181,73.558909,68.160069,75.227023,39.270252,43.888474,70.911558,60.368837,73.331231,71.225324,77.308967,79.473961,84.877879,80.632215,36.947334,23.685618,49.12668,86.381191,50.387926,40.503225,62.099955,86.977503,82.409468,72.764513,53.464396,55.795539,86.604675,106.531701,111.513829,87.615362,97.161398,120.31858,119.722292,120.512442,50.096688,22.404771,70.543349,30.311321,35.195789,74.033607,45.037209,77.122106,78.334618,85.196026,43.080321,77.121307,54.730307,70.529599,78.774596,87.245278,85.94284,81.570936,89.704388,82.440736,74.452498,78.872143,75.174086,70.408722,107.53902,101.816051,86.993556,105.81935,110.400924,90.110383,49.475235,63.341148,60.288803,67.174576,63.375107,70.780291,71.254392,74.753638,69.785472,70.012996,30.97743,66.802654,84.852731,92.195454,76.244743,80.470254,83.536299,87.167679,118.261719,121.65285,1,1,1,1,2,2,2,2,2,2
71.214785,94.850618,114.200711,110.182548,131.586619,119.066252,138.974354,135.221063,133.857484,149.698904,36.240683,48.685963,52.333859,60.184769,65.134046,63.389089,60.169324,72.373064,68.018746,75.147502,39.386226,43.803423,71.630504,60.652651,73.771274,71.424661,77.214107,79.28368,85.345781,82.058782,37.728538,25.619927,47.825665,86.375175,51.254878,39.084359,63.33138,85.873061,80.178685,72.772999,39.852326,29.347502,62.514519,31.85787,78.10519,66.794316,46.366177,63.163905,93.487218,64.133761,43.323042,83.644596,78.470813,76.429067,103.170827,82.292389,79.158695,86.382068,101.942204,75.451276,37.727655,58.910725,76.99413,94.034153,102.93761,91.455963,106.359938,89.407063,91.414914,111.929319,74.957346,79.74131,75.854034,69.523316,107.583771,101.975781,87.302877,105.071628,113.229936,91.349399,63.052933,91.77515,115.442257,121.337743,119.722581,110.73485,128.586881,124.036716,120.566824,121.232116,30.928271,67.859399,84.815509,92.927004,77.064973,81.252308,84.060707,86.694287,116.917696,121.865055,1,1,1,1,1,1,1,2,1,2
69.477738,93.88544,110.648355,107.964913,130.090289,115.866964,135.755852,132.231431,132.212863,147.644871,50.12524,59.52924,64.152306,63.81319,66.167583,68.015951,71.098793,72.186687,67.376345,73.141722,33.710643,55.678366,68.430553,76.841113,66.840352,75.233279,75.268955,80.636044,89.569533,90.622656,36.984088,25.578968,49.168248,86.411984,50.595274,40.145805,63.74582,87.34549,78.891729,75.452491,40.538799,28.755861,62.034668,32.221659,78.464242,66.536669,44.669663,61.604881,94.219617,63.56358,45.874233,82.801262,76.768536,78.075213,102.107006,82.181555,79.813308,86.046686,103.078954,76.065664,40.984238,76.1171,54.547414,68.302178,77.483481,88.826644,85.269639,82.927614,87.856845,83.59101,52.363893,47.562957,67.632333,63.132895,59.60659,98.933096,65.257859,95.009529,117.868664,101.987063,61.278804,89.829149,114.112248,118.431894,118.206349,109.164647,127.339145,122.052249,118.190589,120.215164,32.87065,69.563039,87.033427,94.491408,78.761568,83.519995,85.467501,88.015117,118.823856,123.111266,1,2,2,1,1,1,2,1,1,2
70.470345,94.084717,111.62769,108.436417,130.263642,116.162295,136.67473,132.626633,132.541035,147.581031,53.002938,61.930351,66.574279,66.023098,68.395949,70.662181,73.500605,74.390727,69.548169,75.572361,39.070738,46.115013,71.434056,60.756509,75.68067,71.890566,78.728157,80.553289,86.456663,82.964797,74.101993,59.647018,81.220434,79.226476,99.022836,85.257339,105.997142,107.741773,121.777615,99.678362,40.408476,29.22851,60.379157,32.901869,75.59414,66.741224,42.338822,62.408589,92.495112,65.030136,49.544576,21.59216,70.109123,29.766119,35.236602,74.663057,44.330337,77.571133,76.089445,84.356886,41.360514,75.950814,53.671169,69.466952,75.320969,88.609871,85.172445,83.243237,86.291445,83.62551,75.219873,78.038814,75.431029,67.767114,108.105302,100.719051,86.35627,105.304556,111.881931,89.387859,50.156262,64.098024,60.919283,67.700482,63.877271,71.309906,71.723869,75.381072,70.067748,70.546826,21.773859,45.225647,60.543227,66.143722,78.356494,73.983719,75.703286,71.203035,89.254588,77.032474,1,2,1,2,1,2,2,2,2,1
70.703974,94.472066,111.246666,109.66065,131.134452,117.494831,137.241259,132.781997,133.150847,147.735697,36.17443,48.281116,52.71409,60.49316,65.566652,63.400889,59.776823,72.364433,68.515045,74.826542,31.222634,53.136824,66.192455,74.392433,64.433538,73.221762,72.758661,78.349583,87.333889,88.068415,73.407031,61.41202,82.45807,77.649315,100.272663,86.803783,107.591528,107.258648,121.55909,100.376064,53.703231,57.811465,87.37204,106.002545,112.172,88.643968,98.55816,120.22037,119.990003,120.781159,45.233093,82.347297,78.205157,76.034295,103.072421,81.921463,80.548979,85.41533,103.699954,76.172137,41.369653,75.397116,54.810644,66.602812,78.515362,87.718735,84.700025,81.273549,86.464872,83.261956,76.913567,80.771145,75.888753,71.932085,109.013567,103.721268,88.659813,104.875185,113.005745,91.138958,48.029475,62.057331,58.788133,65.569156,61.795262,69.292625,69.897331,73.121,68.05946,68.603182,33.301234,68.333464,86.27192,94.144822,78.361867,82.699095,86.26265,87.465313,118.544606,122.506466,1,1,2,2,2,1,2,2,2,2
69.132082,92.722669,111.33713,108.256654,129.775965,117.215121,136.730693,131.553061,131.956911,147.121712,36.414278,48.77487,53.145604,60.359652,65.535996,63.838795,59.873785,72.211511,68.096773,74.648257,32.263805,54.541466,67.589855,75.3761,65.64901,73.859736,74.676619,79.358698,88.336996,89.205976,37.390083,23.818645,48.810084,86.672317,49.185583,39.644897,65.250232,87.478792,79.721943,73.696558,41.608825,30.085394,61.070891,31.076022,78.897629,66.940251,44.254436,63.382253,94.07007,65.774711,43.800557,80.558791,78.989213,76.112336,103.63622,82.658121,80.693546,84.310124,104.383659,75.588811,40.652621,76.549254,55.043637,68.760107,79.830158,88.667274,86.201631,82.681113,87.099218,83.068253,72.613398,81.077527,75.47414,68.296606,106.493238,101.063034,88.68176,106.775087,112.364735,89.800898,61.577823,90.353722,114.73565,119.345948,119.112758,110.043769,128.00935,122.877852,119.169702,119.734104,32.129393,69.25822,85.723263,93.230009,78.858817,82.020395,84.618991,87.600233,118.078527,122.579641,1,1,2,1,1,1,2,2,1,2
70.539865,92.678885,111.513563,108.326725,130.756213,118.196835,137.812977,133.457698,133.667907,148.564726,51.857526,61.515463,65.767881,65.562341,67.822394,69.914046,72.503728,73.956959,68.935594,74.861718,31.703553,53.984029,67.320488,75.174756,65.60681,73.822395,73.419162,78.152223,88.118341,88.655475,73.751725,58.246743,82.194361,80.373199,98.244118,85.259342,104.577904,108.055349,120.702178,100.959895,40.002037,28.4455,61.304164,29.765354,78.726399,66.402503,42.645815,61.221245,90.961697,63.66699,51.946887,23.74212,72.171624,28.293387,35.984556,75.316405,45.424987,76.479327,77.496935,85.789051,41.716555,75.63084,55.604924,70.303123,78.981285,88.172085,87.888792,83.330205,89.193398,83.061157,50.882516,46.299158,68.978239,61.458547,58.417437,98.953916,65.408979,94.414552,117.176045,102.890629,62.617141,91.091791,114.184932,119.878223,119.162471,110.370665,128.233664,121.55558,119.379716,121.331979,32.759546,68.131914,85.949513,93.353268,79.196014,82.155056,85.053032,88.148789,118.445531,121.870863,1,2,2,2,1,2,2,1,1,2
70.889542,93.848188,111.50202,108.500462,130.814069,116.942651,136.349598,132.498257,133.633246,148.814013,37.385465,49.79166,53.901331,62.062913,66.590182,64.805445,61.935778,73.533279,69.333331,76.571558,39.686771,45.071013,71.784374,61.042224,74.932682,72.178157,77.93704,79.980849,86.356892,81.549549,36.456559,26.450222,49.500571,86.074876,51.01059,38.21572,62.678204,85.659575,81.008,73.531792,51.648065,53.996023,86.511343,106.360573,109.976604,87.032558,97.359344,118.431816,117.467538,118.314457,45.921615,82.361278,80.307597,76.386313,102.530808,85.164077,80.242666,85.683038,104.327321,75.677219,42.718822,76.344152,54.996493,68.815142,77.964051,88.873782,86.640722,82.8361,86.991452,84.606068,53.324315,48.93871,70.403814,62.848623,58.537831,99.179037,66.790422,94.519098,118.073887,102.682898,63.709839,90.801486,114.838807,120.194304,119.207306,110.883321,128.813308,123.857806,119.479393,120.48765,21.602345,44.250229,59.822241,65.794724,77.443549,71.575044,74.010831,71.153259,87.651402,75.840039,1,1,1,1,2,1,2,1,1,1
