@relation 40dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}

@data
36.235237,62.499223,63.179553,76.558253,65.124582,67.25103,83.638638,83.620796,82.831908,89.566917,76.151066,71.1641,71.026771,67.793221,100.732447,98.110443,111.825175,124.429379,117.652959,115.017614,36.768813,48.223965,56.327407,52.274511,54.073299,62.248646,65.264089,65.787744,66.581451,64.099817,53.604561,59.379825,84.975642,98.318617,112.872082,117.599643,112.770062,97.773724,105.99144,128.873193,2,1,1,1
33.784751,60.140708,61.063059,74.680514,63.134651,65.234669,81.955443,81.755889,80.822665,87.715081,35.70743,45.475531,79.956389,74.223602,77.424877,111.53437,92.944652,84.070295,120.036816,108.766045,45.074822,38.583936,71.765447,63.595317,88.425066,88.812364,90.582205,115.098841,109.186386,88.168232,53.176452,59.00731,84.263715,100.824811,114.402669,117.06896,114.252819,97.885577,106.679028,129.392721,2,2,2,1
34.455176,61.594102,61.99871,75.5542,63.613643,66.312178,82.204629,82.935686,81.059013,88.70046,76.216666,69.226489,71.791607,67.108403,99.580819,99.360237,111.692556,125.575281,118.847591,116.736745,45.176663,38.514594,71.461735,64.518538,88.162837,87.955387,89.497984,117.477121,108.478369,89.764655,24.568779,34.093959,53.684638,62.573077,58.805512,68.17471,71.973503,83.268287,70.161194,85.634274,2,1,2,2
35.441232,61.850385,62.46169,76.010803,64.470131,66.780918,83.493457,83.129984,82.002551,89.47429,76.618625,71.233396,71.917631,67.141765,100.009658,99.338019,110.163925,124.651198,118.710356,114.826412,35.882296,47.619383,55.702495,51.416934,53.288715,61.542633,64.643491,65.019536,65.843908,63.597237,53.445943,61.087807,85.21572,98.679543,115.315781,118.786692,113.030558,98.342475,106.179083,128.966353,2,1,1,1
36.319519,63.558351,64.03428,77.826885,66.358452,68.216136,84.149978,84.243249,83.680407,91.034264,35.310547,46.772573,78.591251,74.850192,78.256855,111.518068,92.126222,80.513867,120.028676,108.38925,44.168685,36.076318,69.645401,64.157278,86.478336,85.825531,87.157932,116.701459,106.790477,87.607803,26.614007,37.083762,55.143909,65.496212,60.656703,68.877889,73.379426,85.437762,71.443774,88.098739,2,2,2,2
35.191755,62.420933,62.549009,76.390962,64.371074,67.252527,83.397981,83.150431,82.204112,89.201265,75.265331,71.856021,72.242181,66.468478,99.020747,98.308603,111.109058,126.719422,116.363948,114.767318,44.358838,38.528859,71.508419,63.618004,89.400921,88.908106,90.451293,116.146723,107.983371,87.507061,52.888488,60.235624,84.941971,98.764709,112.890918,118.447223,113.25535,97.833386,105.912299,129.772792,2,1,2,1
35.366329,63.105654,63.489656,77.772419,65.351623,67.379803,84.061231,84.094163,83.242977,90.180221,34.615017,46.138709,78.313407,74.927889,77.697579,111.060763,91.846254,81.299281,120.292229,107.289801,35.925309,47.560987,55.643486,51.540468,53.151629,61.553028,64.474934,64.729727,65.338667,63.723154,28.73489,38.922714,57.160176,66.911831,62.445931,70.864011,75.214138,86.942655,73.835107,89.600152,2,2,1,2
34.990483,62.322278,62.861312,76.189396,64.58155,66.606541,82.810493,82.88454,81.629515,89.005302,77.020779,71.84461,72.229255,66.760234,99.453682,98.020021,111.740269,125.960378,116.205064,115.833521,45.798922,40.267154,71.905073,64.052601,88.176643,88.660875,89.097315,117.07303,108.54967,88.820146,55.22666,60.063454,85.537705,99.664608,112.914892,117.563642,112.994922,98.329404,106.256977,130.482526,2,1,2,1
33.670524,60.895056,61.269192,74.829496,63.344489,64.929307,81.74435,82.282349,80.363219,87.405823,76.909117,70.482237,71.714242,67.06389,99.004917,99.356314,110.653466,124.48455,117.627441,113.534721,45.665227,39.50488,70.708708,63.805843,88.567193,89.23251,91.866376,118.094153,109.456095,89.660243,52.258565,60.50067,83.031904,99.58158,114.168019,117.694217,113.150542,97.187973,106.383686,128.785196,2,1,2,1
35.938081,62.797812,63.315089,76.673427,64.945167,67.734247,84.008938,84.118325,82.714179,89.471592,77.326589,71.06881,72.152004,66.692333,101.638261,99.911787,111.196411,126.078051,118.354635,115.915204,37.613261,49.452667,57.440312,53.23511,55.249986,63.365027,66.357987,66.853515,67.52857,65.19075,27.953129,38.260347,56.513251,66.218199,61.396012,69.267967,74.1063,86.486394,73.249821,88.285347,2,1,1,2
33.100894,60.868973,61.01209,74.981043,63.259502,64.798383,81.376375,81.491133,80.157627,87.699309,36.806805,47.491784,79.101638,76.477181,79.040276,112.399368,94.161819,80.628283,121.390062,107.975267,46.150495,38.445392,72.664508,64.631185,88.14542,87.910264,90.094824,117.120542,108.627513,89.653779,51.912604,59.798221,84.069106,99.742253,114.833097,118.653868,113.52301,96.484515,105.266239,130.17775,2,2,2,1
36.194887,63.16271,63.502095,77.05028,65.852747,68.184498,84.243382,84.508406,82.949452,90.125725,36.259842,46.008644,80.237498,74.579652,79.029931,109.749577,93.943577,81.733721,121.046981,108.731707,43.475156,39.799747,71.122343,62.674368,89.760685,88.844003,90.396515,117.483753,108.011416,87.523583,28.391117,38.612722,57.105587,66.64117,61.459497,70.498647,74.911243,86.193923,73.918091,88.948852,2,2,2,2
34.270425,61.243318,61.402494,75.080536,63.433434,65.279245,81.945932,81.999474,80.839013,87.762582,76.201816,71.433283,71.723497,63.951055,99.852237,98.272889,109.753605,125.209353,117.274818,113.837268,44.335928,39.956874,70.762185,64.069633,88.180142,86.858216,89.424251,116.45382,108.12078,88.295606,26.23955,37.414353,55.858434,64.911263,60.128412,69.248754,73.589888,85.354796,72.661665,86.895834,2,1,2,2
35.958456,62.736179,63.288457,77.110358,65.28577,67.456837,83.938155,84.082336,82.924968,89.892536,35.033274,44.203408,77.574768,73.241836,77.190098,109.962613,90.31527,80.015722,118.720465,106.2002,44.453375,38.959425,69.52414,64.521359,88.699338,88.957747,90.344993,117.746719,108.360922,88.864784,27.118024,39.628242,57.112517,66.506063,62.23905,69.907465,75.766811,87.224559,73.893211,89.770824,2,2,2,2
34.217718,61.141521,61.349866,75.776439,63.572516,65.538155,82.949628,82.367989,81.31495,88.388502,77.203692,72.312637,71.695843,68.102494,99.663887,99.18671,110.67734,126.650235,119.384061,115.366847,37.754301,49.564716,57.439969,53.17567,55.378831,63.35709,66.608127,66.8037,67.715727,65.277898,28.616239,38.5201,57.907343,66.325394,62.387699,70.374915,74.976872,85.91667,73.241208,89.055738,2,1,1,2
34.572738,61.594215,61.905708,75.886393,64.279838,66.276183,82.499306,82.680667,81.805237,88.737843,36.567295,44.365215,77.901624,75.685762,79.603376,110.794927,92.125103,80.379183,120.115501,108.594176,36.577256,48.208957,56.050342,52.210225,53.915005,62.195705,65.051263,65.435485,66.260537,64.126284,26.955457,38.507573,56.898209,65.347198,60.92437,70.382501,74.454146,86.513142,73.138545,87.696747,2,2,1,2
35.209338,61.6625,62.326847,76.116726,64.248088,66.88868,83.124514,83.286661,81.683689,89.086725,35.298697,46.618058,78.950273,74.981726,78.715404,110.145053,95.037545,82.67343,119.203197,108.611041,37.860997,49.261655,57.531203,53.404577,55.677519,63.385825,66.284547,66.79862,67.871122,65.372604,56.313542,62.510065,87.097687,101.256679,116.554101,120.303221,115.571697,100.719832,107.793169,130.823297,2,2,1,1
35.858175,63.090288,63.549149,77.433222,65.77703,67.374804,84.5301,84.593551,83.367486,90.316227,77.152361,72.272069,72.593162,66.957046,100.230042,99.294965,111.376362,127.082679,117.724781,115.307068,36.900899,48.594999,56.741673,52.366157,54.197152,62.649551,65.564888,65.914711,66.424969,64.402163,54.598801,60.304765,86.230441,100.054297,116.237913,118.289324,114.034061,98.777735,106.14883,129.031619,2,1,1,1
34.952146,61.511686,62.478323,75.548573,64.442759,66.47957,83.208001,83.027949,81.696541,88.95791,36.737817,46.80386,78.944604,74.501644,78.556963,111.013998,92.797236,82.14973,121.094411,108.220076,37.662859,49.680412,57.417423,53.353871,55.314235,63.446611,66.66148,66.888836,67.918441,65.7572,55.194356,62.981993,86.029487,100.97679,115.447995,120.320114,115.782789,99.844582,107.275869,129.300663,2,2,1,1
35.240654,61.975178,62.156967,76.08295,65.060103,66.500091,83.383238,83.147094,82.009967,89.534856,36.000823,44.663846,78.036302,74.013898,77.154375,110.067976,90.098967,80.515485,117.66637,107.487912,44.752628,38.387812,70.897582,63.04684,88.64568,87.965333,90.130363,116.625399,106.270048,89.342455,28.200045,39.202392,57.173293,67.096127,61.532128,70.951793,75.385015,86.709912,74.816731,89.478396,2,2,2,2
35.004145,62.776994,62.743494,76.920829,65.022394,67.328484,83.699125,83.531285,82.500108,89.013972,35.412596,47.731519,79.045784,74.567074,79.711311,111.271666,93.214864,81.229141,119.84658,107.156183,43.735611,40.037947,70.776915,64.874944,89.074997,88.338879,89.719266,115.716428,107.98606,88.900531,54.204731,60.023807,85.806165,99.815743,113.973912,117.435109,114.042013,98.681342,105.407278,129.680456,2,2,2,1
35.499461,62.169114,62.589326,75.815806,64.453719,66.639986,83.035935,82.274,81.643432,89.317549,35.269703,46.261626,78.80568,75.468286,76.43339,110.779665,91.729389,81.259008,120.363959,106.711719,34.770256,46.145812,54.258425,49.817058,52.020754,60.067246,63.236457,63.553157,63.955218,62.006248,25.741023,36.36985,55.587517,64.309979,60.443688,69.357799,73.484173,84.937481,71.07104,87.239328,2,2,1,2
36.183804,63.298436,63.812276,77.247225,65.483329,67.969178,84.233699,84.022555,83.194172,90.425111,34.65845,45.377334,78.930419,73.670232,78.528213,110.512427,92.491897,80.682589,120.003356,106.331363,36.046295,47.683294,55.645854,51.410766,53.480013,61.603822,64.599444,64.922312,65.840193,63.659208,54.671151,61.415548,85.419449,100.688225,115.776276,119.453195,114.170671,100.050255,106.067771,130.410288,2,2,1,1
35.010983,62.089149,62.492358,76.256372,64.314631,66.435616,82.97919,82.60313,81.114404,88.859832,34.263152,44.08594,77.121407,73.962658,78.769745,110.390102,91.008342,81.521109,119.182858,106.950372,47.75388,38.565318,72.77218,66.273948,89.577078,88.956534,90.956876,118.531877,108.173739,90.513285,27.24696,38.099164,56.189952,65.823598,61.36985,71.029269,75.064221,86.457642,73.755494,88.863933,2,2,2,2
36.06784,63.118466,62.266467,76.563101,65.304682,67.211188,83.845506,83.669049,82.168531,89.703709,76.676938,70.58716,72.137545,68.8653,102.073243,98.13844,110.412927,125.597235,118.167681,116.420974,36.943433,48.603697,56.684058,52.261849,54.521593,62.294276,65.618641,65.912634,66.856197,64.586547,26.056605,37.105192,56.255015,65.179298,61.571532,69.859056,74.028382,86.167835,72.153474,87.876754,2,1,1,2
36.128539,62.699723,63.020673,77.174612,65.219233,66.852149,83.423025,83.523051,82.45432,89.399979,35.196514,44.23541,79.52099,75.42296,77.814855,111.085333,91.720753,82.091442,120.684016,106.605033,43.846766,38.715836,68.213591,62.511368,87.25218,87.553834,89.788746,117.696271,106.745622,88.382862,26.927124,38.230471,56.639246,65.765924,61.94304,71.150926,73.170229,85.722879,73.343011,88.627277,2,2,2,2
34.736282,61.744678,61.613416,75.341677,63.76381,65.842805,82.061069,82.633506,81.157979,88.303925,76.279706,70.675838,71.850051,65.874315,101.769456,97.44581,110.365772,125.710939,116.126234,114.254008,37.120064,48.942229,57.050963,52.840927,54.723029,62.729978,65.66516,66.234924,67.257267,65.033686,28.546486,39.546228,58.096117,67.303941,63.375463,71.088047,75.798247,87.973153,74.577727,89.966114,2,1,1,2
35.589594,62.815605,63.093611,77.209668,65.486078,67.127901,83.254967,83.866238,82.474586,89.634749,75.449287,72.22202,72.026282,66.895251,100.811063,99.654172,109.647533,126.117601,116.963816,115.632046,46.195248,41.729663,71.919706,64.915998,89.035681,87.679694,90.02556,117.785169,109.196821,90.320121,53.971234,60.625908,85.91304,101.063743,114.215548,119.050765,113.844853,99.426722,106.412958,129.867246,2,1,2,1
33.373939,60.575499,60.666395,74.459284,62.559485,64.922422,81.198132,82.126215,80.216857,86.795571,77.143305,73.087527,74.939451,67.185589,101.581649,99.423512,111.828209,125.418049,118.992269,114.106027,37.93496,49.937434,57.592778,53.33539,55.504265,63.506779,66.482145,67.110801,67.844453,65.622093,27.482052,38.221369,56.999435,66.198876,62.265647,69.926849,75.044066,86.042205,74.009945,89.081893,2,1,1,2
34.627799,61.548385,61.520835,75.002858,63.673445,65.444482,81.717056,81.920676,81.034205,88.190377,76.488476,71.114071,72.388458,66.711042,99.384082,98.574795,110.511072,126.25919,116.646332,115.380581,35.994357,48.197822,56.216582,51.665031,54.0747,61.848205,65.229754,65.218908,66.234592,64.18585,54.066957,62.560964,84.863683,101.43482,114.689724,118.891673,115.100443,99.038329,106.938452,129.316347,2,1,1,1
34.195299,60.690321,61.009517,74.668273,62.840534,65.222346,81.460531,81.809885,80.469713,87.095207,75.899509,71.442661,72.407481,66.6766,99.440867,98.201314,110.392329,124.343635,116.664844,113.80676,44.625826,39.765515,70.405718,62.344214,88.544922,87.718927,91.417566,115.541175,107.05683,88.371637,54.123208,60.030178,84.746884,98.433014,112.825321,118.0533,114.302707,97.251081,105.563511,128.561103,2,1,2,1
34.885633,62.446224,62.598245,75.759213,65.021397,66.835434,83.736911,82.981193,82.712388,89.343763,76.211716,71.257806,70.456263,66.337027,99.587239,98.867604,109.834828,125.109141,117.59242,115.125735,45.571458,39.901004,70.897651,64.15661,87.244037,88.231952,90.916442,118.666544,108.094765,90.208729,26.423421,37.02287,55.150071,65.660431,60.470567,68.492274,73.302075,84.993959,72.577986,87.566708,2,1,2,2
36.183132,62.984904,63.345798,77.113144,65.996645,67.299533,84.514585,84.813307,83.388111,90.236864,34.540807,46.87099,78.711475,74.896968,76.461937,111.017748,90.89479,80.332896,120.645979,108.13486,43.524347,38.745,70.062643,62.781751,88.144838,87.661335,89.173032,116.465272,107.635643,88.457923,55.042764,60.986537,84.335411,99.591164,113.67108,118.053494,113.209801,98.779929,106.581274,130.499808,2,2,2,1
35.263701,63.233277,63.174277,76.726144,65.121229,66.940216,83.862562,83.602384,82.802108,89.612455,74.53414,69.744825,74.518265,68.898012,99.596123,98.079395,110.992086,124.259406,117.493502,114.725406,35.514813,47.33573,55.320246,51.072287,53.190702,61.149972,64.248908,64.469474,65.441719,63.488428,27.801662,39.467622,56.674826,67.392008,62.756023,71.101826,74.843255,87.846837,74.682961,88.694823,2,1,1,2
32.933786,60.247517,60.8608,74.626151,62.663474,64.693719,81.535108,81.444514,80.249918,87.653094,35.344702,44.09636,78.442278,76.43219,77.576358,111.021422,92.279664,81.916638,120.170787,106.106003,35.767627,47.267135,55.596022,51.559138,53.211768,61.489165,64.582179,64.811821,65.813885,63.473961,28.180771,37.614678,56.449308,65.892149,61.990627,69.428856,74.347668,86.429114,73.694242,88.484676,2,2,1,2
35.113343,62.176283,62.499897,75.851697,64.387451,66.682899,82.959594,83.138915,82.098545,88.764255,34.077159,45.139978,77.066743,75.070804,78.230203,109.636608,90.914505,80.761968,118.926066,106.322599,39.330625,50.773159,58.551542,54.360035,56.427875,64.343737,67.433858,67.713291,68.849563,66.805344,27.188066,38.111772,56.519251,65.842546,61.835773,70.561792,74.932046,85.434466,72.636024,88.302226,2,2,1,2
34.716012,61.476655,62.093521,75.735008,63.983127,66.509992,82.335253,82.671777,81.787474,88.755916,34.886706,46.529774,78.062892,73.28909,78.702531,111.246419,91.773585,79.60204,118.476956,104.985404,38.145855,50.120262,57.789341,53.594266,56.152003,63.673102,66.705372,67.077466,67.41665,65.791218,54.504199,60.03949,84.970269,99.169233,114.591352,119.28878,113.182836,98.791286,106.881045,130.331904,2,2,1,1
35.96819,63.025682,63.346814,76.711032,64.886222,67.916562,83.82672,83.662736,82.852839,89.71779,32.871672,46.918822,78.578855,73.960119,76.811597,110.295894,92.091012,80.348436,119.308111,105.292769,43.313486,38.165921,70.606317,61.021329,87.318473,87.972437,91.234724,116.187315,107.532553,87.567551,52.795881,60.523954,83.468539,100.254908,113.209896,118.162316,114.886487,98.666419,105.697886,129.997185,2,2,2,1
33.784217,60.357172,61.628712,74.939356,63.399119,65.290193,81.668088,82.079574,80.469905,87.986328,35.485235,46.070864,78.183728,75.450044,78.491265,109.82344,91.826138,82.186231,118.022335,108.342604,36.528909,48.164966,56.499515,52.046307,54.378174,62.094477,65.061052,65.523711,66.586912,64.17942,54.002629,60.326695,84.766855,99.339362,115.073699,118.022609,113.743171,97.934243,106.104212,129.478517,2,2,1,1
35.396229,62.248476,62.502845,76.374966,64.848488,66.612844,83.423942,83.490519,82.38881,89.596459,76.180283,70.890133,72.02955,68.069754,100.406924,99.053332,110.513667,124.639098,115.998225,114.6288,36.121899,48.337736,55.653328,51.61126,53.828605,61.887832,64.549792,64.902982,65.980876,63.749618,52.517673,59.657956,84.720099,98.692543,113.454081,117.226075,112.702023,97.805083,105.874476,129.326986,2,1,1,1
35.562141,62.811366,63.238201,76.668922,64.927963,67.388041,83.716294,83.979935,82.832337,89.901262,35.317505,44.152395,79.665529,75.191888,78.265046,110.113622,92.59668,82.423027,120.769848,106.824781,37.106966,48.678975,56.860007,52.712674,54.547327,62.550599,65.873706,65.830337,66.874447,64.625637,27.334158,37.701229,56.557142,66.862392,61.733091,69.3621,73.703432,86.578598,73.690988,89.197525,2,2,1,2
34.905489,61.670697,62.742901,75.82115,64.25406,66.558648,83.021664,83.105745,81.830913,88.403801,76.490834,71.712593,70.049735,67.309042,99.047113,98.434927,109.595365,125.425022,117.09592,114.770572,37.99359,49.705922,57.572716,53.269384,55.386985,63.426645,66.509924,66.808239,67.541347,65.338961,55.454566,61.005312,85.236423,100.712055,115.437707,118.917893,114.622679,99.879742,107.993808,129.22987,2,1,1,1
37.007369,64.208299,63.968114,77.995553,66.099901,68.511746,84.725975,83.927884,83.534468,90.699297,76.842608,69.297685,72.716995,67.107331,99.017319,97.852682,111.872662,125.842412,117.828767,114.547751,46.355069,37.52733,70.532928,62.775492,88.49721,88.989098,91.12377,117.496225,109.332152,90.105944,26.070091,37.236776,55.100648,65.509057,60.768143,69.815956,73.550701,84.759666,72.079152,88.08362,2,1,2,2
36.308395,63.260984,63.695217,77.18542,65.530979,67.477699,84.32368,84.362155,82.719175,90.009527,76.304906,72.518133,72.910865,66.47447,100.567856,97.752253,110.829875,125.717075,116.356333,115.963315,35.97084,47.805816,55.885035,51.484272,53.591931,61.617098,64.915991,64.830946,65.850745,63.656512,52.912021,60.470056,84.993772,100.728586,114.482675,118.512514,112.795796,97.604123,106.438379,130.420341,2,1,1,1
34.815752,62.174442,62.521636,76.330274,64.295033,66.22512,83.146498,83.365332,82.475905,88.573803,75.17242,71.249084,73.163833,66.793539,100.168486,100.658521,111.2232,126.709759,117.818964,115.067451,37.302957,49.127458,56.979924,52.884071,54.748409,62.827244,65.886204,66.340827,66.964668,65.111601,52.802146,58.963591,84.958705,100.730496,114.849514,117.557854,112.923013,98.080328,105.274727,129.077249,2,1,1,1
34.102375,60.70701,61.035944,74.759246,63.379877,64.9409,81.745242,82.212743,80.936808,87.747101,75.442462,71.294225,72.188646,64.74583,99.258495,97.781017,110.701017,125.265014,116.220389,114.879409,36.712175,48.624588,56.855266,52.459127,54.361918,62.154962,65.231778,65.822406,66.882653,64.552444,27.725687,38.582006,56.780453,66.479232,61.575463,70.994367,74.288983,86.391045,73.66169,89.322352,2,1,1,2
34.522352,60.619592,61.867686,75.728776,63.282201,65.981294,82.314451,82.248673,81.357695,88.373227,75.45765,71.399594,72.494406,67.677161,97.94047,98.92896,111.430798,126.516634,117.626056,116.174074,36.636227,48.651831,56.128806,52.102732,54.538595,62.071817,65.134207,65.839217,66.363299,64.629553,54.680558,60.55449,85.496266,98.335934,114.235404,119.218409,113.37287,99.099573,106.769106,128.433046,2,1,1,1
35.439137,62.486031,62.556623,76.189623,64.482861,66.551627,83.435296,83.219229,82.51596,89.141546,35.043886,44.836313,78.107972,74.031466,77.300835,108.910677,92.471054,80.084221,119.431092,105.598816,36.628399,48.317618,56.490669,52.438572,54.270479,62.386347,65.221514,65.92269,66.631039,64.542306,52.225978,60.714688,83.982541,99.185932,114.484331,116.731333,114.103048,98.298859,106.191625,129.341999,2,2,1,1
35.92571,63.029117,63.60756,76.703189,65.376908,68.07175,84.149589,84.13558,82.820253,90.528605,76.440334,72.290422,73.071689,68.371628,100.299714,100.238421,111.54957,126.571513,117.539761,115.537214,38.354438,50.162655,58.286493,53.81696,55.829478,64.362238,67.426525,67.300826,68.572274,66.079969,28.506353,39.120078,57.005931,65.875309,62.490618,70.210728,75.208073,85.729829,74.032419,89.210765,2,1,1,2
35.399354,61.743784,62.659537,76.790126,65.079099,67.025572,83.671548,83.23238,82.542147,89.429625,75.589379,69.247764,71.177104,66.774232,99.152533,96.952239,109.720483,125.607479,117.815854,113.413859,46.36517,40.904026,71.407353,63.467696,87.616634,88.362579,91.320716,116.942257,109.117909,90.186964,52.270535,59.824116,84.10546,98.391019,114.008259,117.782102,112.145687,97.053786,105.247724,128.774319,2,1,2,1
36.271654,63.56682,63.772528,76.682624,65.49835,67.414943,84.096589,84.071074,82.763588,90.158495,33.161378,44.802981,76.630897,73.532569,76.761918,109.246144,90.673432,79.836243,118.745058,106.375672,47.365168,39.439977,72.143892,64.431424,90.16761,87.443023,92.138782,117.762442,109.616,90.204827,26.78677,37.067819,56.843852,65.036231,61.031052,69.730915,73.98713,86.283576,72.63072,87.985982,2,2,2,2
35.926762,63.130394,63.289957,76.786665,65.550948,67.751861,84.578077,84.169562,83.17438,89.974087,35.055828,44.456787,77.845688,74.700197,78.055056,110.834989,91.211452,82.2321,120.921074,107.086837,37.395399,48.945143,57.534532,53.024633,54.945115,63.549563,66.115206,66.626772,67.27973,65.24047,26.142144,37.507683,56.997936,65.856003,61.302686,68.823605,73.938931,85.694217,72.074186,87.908092,2,2,1,2
34.063658,61.495605,61.991903,75.648173,63.602298,66.174097,82.544997,82.667494,81.566412,88.803694,34.016506,46.038062,78.14261,73.959687,78.466963,109.595947,91.820791,80.816661,117.335593,106.800502,34.320937,46.078746,54.066972,49.655044,51.678984,60.004132,62.82769,63.506006,64.324957,62.074969,54.357036,61.248307,86.875602,100.801329,115.126669,119.017897,115.439432,98.14606,105.90657,129.865295,2,2,1,1
33.939033,61.555468,61.903707,75.475206,63.30647,65.961206,82.045715,82.656698,80.966565,88.151033,33.613773,44.893701,77.886714,75.177756,77.493418,111.085998,92.424504,81.859458,119.80966,106.404849,36.858978,48.427584,56.318952,52.485556,54.408974,62.406623,65.486401,66.244092,66.305149,64.553279,26.472498,36.231302,56.24037,65.02281,61.216796,68.538145,73.55313,85.022184,71.583064,87.065528,2,2,1,2
34.311194,60.929335,61.660982,75.05765,63.369023,65.531769,82.101357,82.214147,80.864409,88.227134,75.82496,71.045422,71.466815,67.188569,99.603539,98.947006,112.022495,124.969548,116.204907,113.427816,37.523499,49.415752,57.304997,53.330963,55.247939,63.267989,66.330536,66.678211,67.358447,65.245199,52.660263,60.275219,85.223451,99.262994,113.277681,118.411089,113.524946,97.796197,106.233743,128.548404,2,1,1,1
34.146324,61.465868,62.035187,75.567981,64.287781,66.263613,82.390912,82.41238,80.78991,88.577022,35.188816,45.198342,78.700907,74.324123,78.584565,110.297961,91.605326,81.669609,120.468258,107.097531,38.28544,50.04714,58.067215,53.825144,55.825987,64.015495,67.000243,67.058883,68.033111,65.981267,53.828713,61.907952,84.627906,100.490242,114.828867,117.887525,114.711715,98.727177,107.151898,129.651075,2,2,1,1
34.94318,62.024702,62.146215,75.8711,64.450669,66.668765,82.61895,83.48939,81.349002,88.666652,78.082146,71.431307,73.14357,68.003002,101.5539,99.141477,111.046692,124.727954,118.559365,112.624248,39.431006,50.979309,58.916351,55.202703,56.860838,64.507783,68.158534,68.318235,69.112856,66.917213,53.388655,61.320675,86.032037,100.392539,115.353278,119.034067,115.449544,98.751133,106.080187,130.939023,2,1,1,1
36.084929,63.507838,63.802923,77.109594,65.620212,67.656319,84.442318,84.497411,83.241509,90.761836,34.868841,46.595222,78.459332,75.15396,77.608641,112.226444,93.765474,82.168212,119.178294,108.193924,45.93209,39.690717,72.015672,64.882371,88.249492,89.783559,90.250214,116.270769,108.744766,88.010926,28.148515,38.194013,56.84615,65.162693,61.539726,70.830505,73.977113,86.114943,72.754094,88.58603,2,2,2,2
36.589924,63.652692,63.757517,77.295331,65.910387,67.616101,84.860985,84.785414,83.378116,90.712675,73.693979,72.799742,72.447964,64.972455,100.135914,97.902987,111.826417,125.399422,118.51766,113.057962,45.712661,38.580808,70.706014,65.281671,89.189676,88.392838,92.162452,116.307973,109.807351,90.425606,55.013816,59.713461,86.144962,99.998195,115.009841,117.799197,113.564946,98.30408,106.424879,129.72381,2,1,2,1
36.658065,62.934809,63.987896,77.228649,65.121485,67.58974,84.380382,83.787897,83.563973,89.835957,37.236978,45.723989,79.50735,75.31862,78.568184,111.094284,92.184619,81.736625,119.732113,106.389198,45.371704,39.232918,72.321474,64.212807,89.461816,88.150856,89.633112,117.723824,108.90658,90.269885,55.788949,61.351446,85.487302,100.708873,115.771268,118.28275,115.248593,98.651572,108.115573,130.291597,2,2,2,1
34.333929,61.532944,61.772595,75.302275,63.563338,65.865681,82.721887,82.329127,81.210856,88.464244,76.078311,70.795924,72.067987,67.752479,101.178985,98.39773,111.923016,125.816286,119.201883,115.043343,45.064605,40.148201,72.562221,64.413968,88.542551,89.707365,89.865579,117.73278,108.133,88.574911,26.723261,37.49942,55.319069,63.727007,60.618293,69.543578,73.075883,85.258197,71.93815,87.897612,2,1,2,2
35.350472,62.424627,63.031387,76.140194,64.747712,67.106184,83.092265,83.15303,82.17476,89.175621,75.324618,69.719171,71.671332,67.137464,99.567376,98.93924,110.177803,125.312284,115.731981,113.728151,36.101741,48.170715,55.943336,51.640131,53.323738,61.882136,64.967398,65.379121,66.020327,63.659266,26.248838,37.332704,55.154064,63.419953,59.71846,68.719016,73.323614,85.417023,72.472423,86.689823,2,1,1,2
36.808569,63.937689,64.161406,77.311874,66.164014,68.154798,84.328894,84.958841,83.680239,90.439005,35.265661,45.920165,78.388469,74.811908,77.141364,110.385138,92.488133,81.305254,119.020395,107.138666,46.40182,39.775323,69.407032,62.301376,88.786735,88.69908,89.952287,115.287385,106.847647,88.999262,27.451164,36.997808,57.092751,66.829189,61.184413,69.592383,74.636018,86.852285,72.912278,87.970751,2,2,2,2
35.712733,61.992923,62.393512,75.998457,64.882963,67.347617,82.912937,83.111974,82.373534,89.276419,34.074785,43.410027,78.349055,73.823034,78.678944,110.359084,93.255876,81.820601,119.751278,106.714474,43.307314,38.143854,69.359098,61.754487,88.183868,86.839105,87.523188,116.426829,105.761085,88.178243,26.050717,37.087243,55.314715,65.621183,60.684251,69.947748,72.877921,85.206408,72.622128,87.733074,2,2,2,2
