@relation 60dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}

@data
70.702383,42.350449,74.108526,74.818926,86.767344,54.017936,63.419043,58.780849,91.682772,77.434519,19.944136,38.583832,60.784711,64.393133,59.498678,71.610814,64.575777,63.417434,66.178631,81.402059,24.902207,61.769707,72.493093,70.43925,104.464258,104.355995,100.971987,89.144173,104.575216,123.896702,38.963908,27.031962,72.989008,66.592658,45.831772,64.860591,67.943778,106.511263,94.929265,112.558013,68.85706,87.781526,103.216694,123.821049,98.238007,122.745335,103.21797,121.726403,106.926809,144.872562,41.618095,66.114167,54.061384,81.52584,35.978138,48.566595,55.888894,74.264815,65.287715,89.093397,1,1,1,2,2,1
69.355371,39.288355,72.569804,76.328875,88.001628,53.078607,66.062958,57.874022,91.929007,76.337645,20.567872,39.003245,62.008164,65.075316,60.538409,71.948218,64.604698,64.109197,66.171998,81.704893,22.508423,60.126536,71.626146,66.859755,104.76663,105.696868,100.649056,88.867193,101.068293,123.048708,40.699384,26.695351,70.096421,65.65577,45.602976,64.931109,67.33647,107.453009,93.916263,115.369584,68.242114,87.702858,105.668276,123.855263,98.794922,123.00471,106.369554,121.003841,109.825218,144.959348,38.676415,65.361412,52.703363,81.912431,37.740216,47.260863,57.331033,75.037322,62.806424,89.974422,1,1,1,2,2,1
68.358078,41.540767,71.735005,73.339905,85.186803,53.823679,65.974703,59.478284,92.555833,76.01846,19.784725,39.778763,60.727517,64.438957,60.282686,71.531412,64.233002,63.798332,67.476856,81.560065,69.35475,81.253903,103.11087,117.525108,115.568158,125.812665,133.830874,129.383303,116.25286,125.553051,66.202617,52.253703,77.220281,70.335665,65.181261,108.445096,73.565949,88.501722,105.370628,113.012823,69.579715,88.265089,103.799148,122.176243,98.664141,122.633762,105.167118,122.806761,108.010449,146.214571,27.414427,32.025085,35.97387,62.876839,82.762129,93.203843,90.490365,110.328043,102.607118,108.195323,1,1,2,1,2,2
71.275113,44.639341,73.036869,73.116487,88.268009,55.612679,66.101426,59.152243,92.469766,77.510732,17.1456,36.545635,59.323858,61.822239,58.401841,68.939389,62.086932,61.057206,64.456455,79.674199,22.598024,59.074365,72.166738,68.007289,104.209801,103.981358,99.925158,87.188712,100.814311,122.602549,65.762626,54.056296,77.778004,69.640464,63.765342,106.905112,72.841974,89.545008,105.258134,112.026142,74.860889,80.283145,72.986807,44.851843,92.868396,51.331881,100.190362,72.689833,96.195637,81.781213,26.822532,32.248056,35.038712,64.643329,82.092296,92.440138,91.92284,109.111358,101.549082,107.715829,1,1,1,1,1,2
69.062056,42.917982,73.83638,75.836531,88.240136,54.632414,65.894562,58.856202,92.10656,75.851391,20.33993,37.907495,59.789506,63.766179,59.715089,70.738705,64.104407,63.36467,65.878835,80.70883,70.670355,83.754727,104.264493,119.035218,117.626358,127.197215,134.035426,130.869247,117.181677,127.342786,41.326763,30.776875,73.73164,66.428198,47.444458,66.647934,68.603268,106.653426,93.754889,116.029485,68.792661,88.677683,105.218389,124.06982,100.35332,123.287566,106.567364,122.664852,109.589508,146.218787,38.149023,66.469454,54.720764,80.173419,36.207682,48.671119,56.660311,76.00042,63.922512,88.933205,1,1,2,2,2,1
70.315955,42.393413,73.519085,75.112232,87.859748,54.047467,66.730265,58.129135,92.288986,76.093932,19.332547,37.426305,60.094291,63.429378,58.837893,69.689212,63.732173,63.347997,65.183937,79.873256,70.47911,83.750341,104.791963,119.980287,118.369503,126.823716,136.353275,131.030554,118.040822,127.195568,37.946592,27.015812,72.310078,63.838694,44.266272,64.711359,66.706014,106.980364,91.82761,114.157632,76.064255,77.364926,72.48322,44.580192,90.988187,51.566076,98.448497,70.598063,95.192742,81.291296,26.06531,31.727129,32.935104,63.371038,81.200917,89.530096,93.76903,109.478294,100.803983,108.10579,1,1,2,2,1,2
71.119362,42.250795,73.958042,75.908533,88.520016,53.649728,66.729694,59.584397,94.403237,77.077947,19.753729,38.378994,60.318584,64.310074,60.151928,70.674758,63.750311,63.863539,66.378103,81.38491,68.360509,81.314438,101.77474,117.47053,116.402774,124.732582,133.281932,129.02506,115.231316,125.890541,65.437546,52.210664,76.437449,70.987025,63.211742,107.070528,72.97687,90.234954,105.759565,111.405331,76.600207,77.641015,75.884484,45.114709,90.089514,51.280871,100.751576,71.63794,98.290055,83.494726,27.248436,32.005543,34.604441,62.233322,82.330938,89.837311,89.924635,109.639036,101.316745,107.538229,1,1,2,1,1,2
54.329799,61.701826,64.307937,45.281551,99.616713,99.947613,108.511173,62.217551,84.139614,95.529479,37.843996,58.632962,40.211562,52.315858,59.611274,73.515496,98.241029,108.647349,105.936548,120.942629,24.624937,59.131891,73.15226,69.996606,106.060441,104.879713,102.31829,88.886001,104.576483,124.145717,40.769713,27.39943,73.728453,63.976465,45.850359,64.662901,66.080858,106.071857,92.830583,113.505863,75.408401,79.616488,75.49915,45.638168,91.57842,53.012432,101.08388,70.852798,98.227001,82.51866,27.390995,32.274954,34.516725,63.098996,81.807092,91.282673,90.281983,109.864215,102.265701,106.823648,2,2,1,2,1,2
56.028374,60.625795,63.156905,46.954045,101.672937,102.37938,110.560415,62.562421,84.729135,97.085093,36.543685,58.104001,39.201883,52.224696,57.60612,72.094854,98.492701,107.378574,104.328719,118.543017,69.765125,82.137847,102.287315,117.956098,116.414783,126.094968,134.035366,130.585911,116.3904,126.577201,64.322713,52.356009,76.368438,70.064176,61.496382,105.222243,73.535605,87.011079,104.742536,113.016807,77.643332,78.89685,75.833487,44.102841,92.962351,51.571477,99.982414,70.92908,96.509306,80.135369,26.442964,31.739707,34.277738,62.34032,81.285271,91.395047,91.074021,108.380823,101.173295,106.779571,2,2,2,1,1,2
54.910975,59.736599,64.380522,47.481836,101.770123,100.051278,110.044365,63.681458,83.455645,98.293631,39.026016,59.545545,40.450674,53.740216,57.912431,74.035071,98.289936,110.189127,104.879724,119.828407,23.0086,60.279493,72.470036,68.856981,106.966435,103.761166,100.138257,88.368147,102.583843,123.485691,63.726782,53.71034,77.672919,70.680867,63.321772,104.581455,73.432359,86.907005,106.649044,110.92338,73.50974,77.633729,74.289444,44.561166,89.821674,51.052014,98.778047,70.177037,96.453333,80.599298,41.282303,66.90396,55.067666,82.859411,36.429546,49.079997,59.510007,73.18407,64.91023,89.655319,2,2,1,1,1,1
54.48422,60.858196,64.307277,45.556565,99.700922,101.158896,110.077261,63.286346,84.594873,96.883677,17.580672,36.661437,59.474083,62.141029,57.44219,69.330039,62.768054,61.937678,63.904616,79.270382,23.583983,59.781398,72.229142,67.288222,104.994795,103.299064,99.885081,89.406833,102.413605,123.356058,64.346632,53.105616,75.305897,69.867945,63.336616,106.91589,72.172124,87.249919,104.137536,110.426433,75.657318,77.552719,73.299489,44.255541,91.760543,51.427455,99.605003,70.501915,95.29065,80.741477,37.676973,65.251084,53.09556,81.295072,35.899043,48.285194,57.06346,74.416565,63.250431,87.774299,2,1,1,1,1,1
54.123316,59.590302,63.400547,43.604513,100.609054,100.981757,109.777105,62.524105,83.961314,97.232913,19.633852,38.527944,61.177825,63.967872,60.314668,71.081168,64.657865,64.251361,66.50515,80.790666,24.733044,58.201682,72.79614,67.687351,104.992829,105.063736,99.961399,88.440087,102.379763,122.154443,63.984821,53.041564,78.503613,70.11487,62.445132,105.535261,72.035194,87.961096,105.346283,111.498684,72.922164,77.90574,74.800802,44.972772,89.754913,51.91752,100.528728,71.297816,95.728405,82.23504,38.090134,66.474868,53.964526,79.88341,37.331481,47.810896,58.475935,76.625833,64.845134,89.325257,2,1,1,1,1,1
53.120242,60.495295,63.038744,44.562475,97.922669,100.504658,108.818682,60.72802,83.084135,95.230521,36.710251,56.863304,39.878189,52.47978,59.336771,71.582052,98.96898,106.969965,104.315616,119.069147,70.755342,83.85294,104.651588,119.74822,118.043773,126.4045,136.907212,132.016667,118.787168,128.274127,64.723596,53.615623,77.690954,71.077366,64.438421,108.113925,72.71074,88.370512,105.650582,112.100247,67.351657,87.108725,103.490323,122.291574,97.466228,121.944198,105.866237,121.492457,109.321507,145.295184,38.101926,64.755342,52.867683,79.624798,35.106233,47.654962,57.510813,74.683643,65.052797,90.253054,2,2,2,1,2,1
53.131698,59.343845,61.641935,45.722157,98.60901,95.740885,109.615401,60.163815,82.08343,95.173671,37.727023,59.365956,40.316089,52.296061,58.309755,72.658555,96.083375,107.679303,105.655862,119.972399,21.807255,60.299061,72.259681,68.301837,105.372154,104.211882,99.533634,88.006304,101.662599,122.227623,41.454809,29.753288,72.776722,66.498037,47.017163,67.05276,67.810953,106.606047,93.806661,115.851299,68.900735,88.497949,105.85561,123.619317,98.71849,123.902344,104.636103,123.361464,110.452147,145.912037,26.506873,30.548285,32.587227,63.013406,81.261106,92.808042,89.827994,108.743792,101.003358,107.635873,2,2,1,2,2,2
54.276682,62.359466,62.945272,46.844381,101.250008,98.893634,109.845012,63.222186,83.492718,97.246356,38.327894,57.7751,40.517636,52.262835,59.479633,73.471177,97.968186,109.592531,107.91645,118.921947,22.878279,61.170886,73.231837,69.434466,107.748955,104.233458,101.84987,89.404133,103.411604,124.746212,64.732834,51.835594,75.702774,70.345795,63.017808,108.234013,74.646901,87.435665,105.152987,112.248185,69.33792,86.889457,104.726887,123.164047,99.952365,120.878812,106.058737,120.849849,109.29641,144.127755,27.494854,33.38928,33.871839,63.80331,82.812397,91.217551,92.713912,111.170267,102.833555,108.425247,2,2,1,1,2,2
54.881005,59.916339,63.608783,45.248825,97.610093,100.200865,112.536648,61.28374,83.568815,94.659331,36.052799,57.861652,41.472062,52.434298,59.350637,74.900123,98.20115,108.49994,104.937244,119.72956,70.746844,82.393727,103.848509,118.406244,117.205214,127.029691,135.110411,131.611353,117.23709,127.266567,41.473893,29.132919,72.586187,66.270016,46.672682,62.404325,67.479282,107.406983,91.95723,113.734125,71.005433,89.114223,105.268409,124.015825,100.93057,124.802984,107.430034,124.045515,111.545877,146.190719,27.156795,31.571399,34.520783,63.294658,82.820005,90.901361,91.09277,110.075078,103.117103,108.138966,2,2,2,2,2,2
53.951051,60.34577,62.767197,43.69666,99.422395,98.546906,109.094454,61.578776,83.343586,94.004007,37.945495,60.365155,40.625523,52.248738,59.219375,74.855429,97.717671,108.638785,105.910225,120.200434,25.114281,60.695718,73.754169,70.214682,106.357902,105.97199,102.797922,89.080913,102.674609,124.017764,39.959644,26.447978,73.916249,65.481003,45.145729,64.973532,69.1303,107.070232,92.281444,112.789016,74.828725,78.551981,75.043622,43.504733,89.922864,50.354557,100.248186,71.898411,97.090969,82.440051,39.493825,65.509876,52.2436,79.329251,34.977114,47.376446,57.255631,73.049638,63.108787,88.182757,2,2,1,2,1,1
54.827052,60.931649,62.80017,45.48707,99.608479,99.648477,111.222269,61.415955,84.130726,95.493733,36.99898,58.559264,39.659144,52.637227,60.569419,73.556321,99.322307,107.783139,104.428393,119.524425,70.350416,82.39111,104.151412,118.483713,116.903731,125.184739,135.259441,130.223175,116.475151,126.094497,66.567078,53.864751,77.735308,71.547229,63.659295,107.195853,72.885858,89.010528,105.246709,114.059296,73.688655,81.454974,75.848596,45.140621,92.80889,52.659366,99.551924,72.072191,96.523768,81.494975,26.849987,31.265814,34.176767,62.846238,81.854597,87.58108,91.181466,108.468893,102.939041,107.1755,2,2,2,1,1,2
52.661008,59.490493,63.391493,45.946135,96.44816,99.028312,108.516385,61.285094,82.967506,94.254131,21.730825,39.790713,62.437361,65.726967,61.865995,71.714912,65.644148,64.635916,67.046861,82.630057,23.942689,60.986772,74.550594,69.619283,105.711624,105.916409,102.957142,89.78376,103.708158,124.767353,40.206808,28.661433,73.312629,65.545053,46.055287,61.746659,67.637681,106.378225,93.593246,115.767213,68.948941,88.958406,104.281972,123.630223,97.958694,123.098774,105.172306,122.21968,109.272546,145.265101,38.45858,64.551021,53.600934,80.865707,36.921031,48.191098,57.512681,73.316844,62.776684,88.295684,2,1,1,2,2,1
54.464857,61.349233,62.092193,46.128193,100.735713,98.722828,110.296663,63.400075,84.275332,96.850549,22.15499,40.02681,62.103659,65.072318,61.31191,72.272515,64.932344,66.016568,67.201449,82.618473,23.661658,60.252232,71.853688,67.613466,105.385048,104.320627,100.220093,88.404576,101.860915,122.694697,63.857634,53.48239,76.919213,69.410117,63.017591,105.821708,72.157482,88.936892,104.488999,110.847685,68.706083,85.763337,105.760077,123.261144,98.53126,123.748079,107.46989,123.601029,109.282791,144.513454,25.827692,30.676227,32.362036,63.086969,82.579829,92.460879,91.116375,109.238567,100.875327,106.763119,2,1,1,1,2,2
55.071913,60.324102,62.986982,46.211549,97.504357,98.273203,108.066817,62.704843,82.53838,93.318162,39.285824,58.74013,40.987642,51.883601,59.007446,73.302166,98.725251,108.973503,105.875474,120.243664,24.439885,61.051068,75.813871,69.068963,105.415023,105.271287,101.994906,89.665879,103.427068,123.909703,39.858516,26.540919,72.580409,65.388885,45.009716,65.369496,68.909689,105.964342,92.985306,114.084772,69.39904,86.829276,104.128282,123.718978,99.527699,123.502358,105.52598,122.976333,108.648975,145.092941,26.71702,33.567782,33.270074,63.782208,81.812575,90.5547,92.394674,110.366465,101.789516,107.165905,2,2,1,2,2,2
53.018423,60.597912,63.35549,45.655356,98.659598,99.507756,108.629968,62.88637,83.352885,94.510318,19.951461,38.918285,60.6657,64.316884,61.010355,70.688706,64.450352,64.303387,66.179887,81.51738,24.899934,59.97603,74.384347,70.140763,107.12158,106.258505,102.286471,89.184094,103.314437,124.308476,64.594007,54.490915,77.722142,70.23981,64.960441,105.531974,74.722365,88.38036,105.395494,113.412456,73.822703,78.210514,75.077106,44.205015,92.048277,50.659232,101.379847,70.157456,96.202859,81.770326,37.378606,65.021769,51.830249,79.708889,37.789136,49.457164,59.173446,73.860093,65.097709,89.825222,2,1,1,1,1,1
53.52238,61.226569,63.25691,45.558272,99.437681,99.908684,109.160368,60.876801,81.8944,95.294446,19.118955,37.738473,59.868092,63.32087,59.666557,71.421932,63.102121,62.853549,65.949083,80.543229,24.158736,59.524011,72.420767,69.163266,105.767845,106.268751,102.357212,87.680906,105.078339,122.782813,64.539098,53.683562,78.061759,71.520633,64.366078,106.875097,74.185065,88.155158,107.739535,111.112391,66.893004,87.901159,104.876101,122.382988,98.815777,121.649793,103.425709,121.82821,108.270498,144.751326,28.005778,32.025517,34.229026,64.251237,83.307042,92.499587,89.489644,109.240136,100.322798,107.548994,2,1,1,1,2,2
53.939353,60.115622,62.878068,45.528933,98.17333,98.826584,107.918333,63.149545,82.581125,95.696848,38.78883,60.334763,41.087112,52.87711,59.802324,73.327486,97.825748,108.193345,106.391935,121.698668,24.494066,60.401626,73.395348,69.776273,105.381831,106.062685,100.60774,88.644886,102.180639,124.587462,66.80087,54.643158,77.842335,69.630761,62.506554,107.481405,74.265721,89.569503,106.449382,112.397757,74.256719,78.092951,74.848385,45.941411,93.229014,54.114019,99.662331,70.6139,98.524126,81.879065,26.77911,31.91811,33.450589,63.616684,81.557074,90.764514,90.263865,108.907743,99.649947,106.000305,2,2,1,1,1,2
53.268824,62.47575,63.094553,46.528997,100.589676,101.644025,110.092763,62.018252,83.749409,96.01213,40.385607,60.99338,39.310778,52.002544,57.488293,74.198172,98.238815,108.711319,105.68864,118.880711,20.84318,57.402573,70.378788,66.277057,103.806833,102.393299,99.889391,86.751589,101.11654,123.209761,65.35207,53.373109,75.886813,70.082266,61.789253,106.065939,72.0831,86.792687,106.274825,110.453687,76.54919,77.876876,74.240535,45.057371,90.495598,53.605623,100.076695,70.93008,97.465207,81.842671,38.71985,64.997062,51.939351,80.696889,36.392311,48.605799,58.109044,73.959693,64.327535,87.299934,2,2,1,1,1,1
55.648792,61.03577,64.096704,45.611977,99.319525,101.288446,109.156748,61.44915,84.063117,94.889454,38.469854,60.049982,39.152459,53.173122,60.437521,74.797237,98.007318,110.182538,103.439322,121.515965,68.867668,82.199368,103.405077,118.740901,116.204991,125.500221,135.052329,129.971309,115.61587,126.368301,39.816445,27.463691,71.063071,66.522274,44.327827,64.062328,67.101252,105.018641,93.177147,115.708731,74.371311,81.073433,76.17705,44.669887,90.496778,50.768822,100.319258,70.966591,98.504132,83.250463,39.346341,67.020622,52.959799,81.12748,38.367269,48.377834,56.463402,74.735018,64.678661,89.677699,2,2,2,2,1,1
55.527504,60.691294,64.450075,44.191643,100.203775,98.807357,110.768814,60.505336,83.871851,95.370192,36.744459,58.819727,41.330193,52.284993,57.209862,73.477248,97.547089,109.099922,105.075885,118.992651,71.165632,83.446381,103.982838,119.348878,117.506666,126.326554,135.097028,131.403887,117.422686,127.050964,38.323205,26.827435,73.892893,66.628499,45.526304,63.261753,68.020289,105.316179,91.810364,113.158198,67.783376,86.215778,104.303764,123.137829,98.993187,121.718797,103.541168,121.33505,107.564544,143.665403,29.04019,33.744114,34.355063,66.207683,84.4656,90.516786,92.403862,112.608733,102.074867,109.17088,2,2,2,2,2,2
53.756234,62.114982,62.185726,45.820699,99.420905,98.544933,108.965534,62.569136,84.406793,95.180476,39.533025,59.324838,39.722714,53.065433,59.868102,74.158765,99.213146,109.476827,105.439967,119.841994,23.993521,60.995762,71.394612,69.445797,104.573071,104.910924,101.241379,88.343838,103.727282,123.681025,38.648294,27.742879,73.474175,65.599683,46.450228,65.52321,69.119116,105.916111,92.839573,111.813967,75.525791,78.320342,76.448863,45.402049,91.46981,52.43887,100.021436,71.796912,97.333493,83.309765,26.796689,32.775345,35.054306,63.69697,83.541275,91.343016,89.527848,111.833988,103.040413,107.96003,2,2,1,2,1,2
52.66487,61.119153,63.225189,46.972294,100.719631,100.767902,108.798381,63.445368,85.890353,96.510014,39.589583,59.99686,39.828447,51.665209,59.543644,72.926569,98.941459,108.154685,105.56387,120.022441,23.241341,58.428599,71.655822,68.453043,106.325281,105.070166,99.972762,86.123997,102.069438,121.862192,65.920117,55.005078,77.668577,71.672283,65.220952,106.911223,74.69463,89.476457,106.559332,112.320202,71.325841,88.900384,105.297154,123.006373,100.257465,123.498241,106.491982,122.394156,108.677665,146.33925,26.066037,31.403289,32.849413,62.719227,82.57648,91.196515,91.84463,109.66966,101.12617,107.673883,2,2,1,1,2,2
53.281297,59.178533,64.037286,46.019773,100.353707,98.824005,110.930399,61.767915,82.829825,96.410559,20.874473,39.456428,61.879903,65.193427,61.205659,72.580012,64.569669,64.821366,67.226199,82.096634,72.266476,84.939604,104.971266,120.48393,117.745936,126.771456,136.332196,132.514955,118.486042,128.408141,64.725417,52.047471,76.18647,70.696076,62.675486,106.560395,73.481956,88.52081,105.447893,112.22898,75.253208,77.353871,74.87501,45.166429,89.967304,53.078013,99.039162,72.246565,96.409954,82.243082,26.396478,30.605572,34.013521,65.108498,83.89687,90.965684,90.922077,109.756168,102.658522,106.02365,2,1,2,1,1,2
53.640775,59.366503,62.748807,44.449547,100.174524,99.404696,109.016264,62.13907,84.647748,94.688979,20.461572,38.19475,60.754511,64.102181,60.185071,71.480304,64.131703,64.317041,66.115912,82.06068,22.983291,57.922895,70.757935,67.970403,103.994818,104.953716,100.662625,88.066204,101.165309,122.829172,39.829504,25.958371,72.692916,66.533895,46.342202,64.495645,67.254033,105.574158,93.137312,115.36526,75.653472,79.2102,74.197761,43.75458,91.749569,50.346479,99.496564,72.582945,97.757927,80.780125,39.809014,67.433314,54.15223,82.456977,34.928987,48.630355,57.705521,74.090297,63.467999,89.316952,2,1,1,2,1,1
53.439158,59.131674,63.209614,45.423085,98.895423,99.007459,109.617894,61.108418,82.63427,95.966462,19.935351,38.286997,61.008508,64.362554,60.291198,71.19516,63.86913,64.068324,66.551737,81.710655,71.998518,83.490851,104.290887,119.699948,118.044366,127.333835,136.427636,131.462087,117.199304,128.118701,66.08343,54.305813,76.093478,69.18585,63.480063,105.37753,73.199715,88.569448,105.885687,112.090535,74.169347,80.108028,74.042675,44.411737,91.111406,52.284896,101.393097,71.258372,95.72738,80.370339,39.403227,65.262135,52.66666,80.289869,36.362207,48.913182,58.656069,74.355879,63.717322,91.138642,2,1,2,1,1,1
53.050613,61.510502,62.62613,45.267378,100.217972,99.552232,109.701604,61.666551,82.475121,96.596561,39.468337,61.566451,41.029544,53.431427,58.904714,75.120064,99.030941,108.610226,105.941666,120.222462,69.616532,82.444574,103.952128,118.551514,116.662053,125.576154,135.08296,130.659236,116.006684,127.662678,64.61331,53.958151,76.66142,69.958552,61.573349,104.469263,71.201741,87.854165,105.196453,110.674598,69.27941,88.769638,104.063979,124.521521,99.524863,122.551835,104.822815,121.532918,109.423442,145.116061,27.587048,31.184168,31.934015,62.435273,81.733322,89.976578,90.089288,108.276567,100.969627,107.774714,2,2,2,1,2,2
53.411927,60.042334,62.204526,46.289766,98.568795,100.25689,110.454328,61.673294,82.150236,95.009361,21.293941,39.733421,62.388475,64.751708,62.043525,72.278111,64.645938,65.210876,67.43135,81.666798,23.877793,57.870444,72.791266,68.717705,103.500656,104.96549,100.664921,86.585568,102.68964,122.371216,40.883023,28.383709,72.513497,65.250909,45.830379,66.134066,66.864163,107.0905,93.688525,115.674048,69.082739,86.564721,102.46185,123.483709,97.166737,120.903112,104.429038,121.886966,108.475659,143.392555,38.823348,64.886622,55.848988,81.421392,37.018187,48.910469,59.488396,75.43314,64.511705,88.490639,2,1,1,2,2,1
53.62367,60.90974,62.463212,46.760282,99.336811,99.233712,110.472046,62.54961,83.390678,95.243985,19.444199,39.085839,60.323824,63.539841,59.625024,70.465071,63.458353,63.671881,66.444822,81.239385,68.851219,82.172916,103.114664,117.683112,116.616252,125.131128,134.384293,130.482991,115.024377,127.498097,40.310656,27.594549,72.427901,66.910206,45.911403,64.994548,68.176053,107.078278,93.055006,113.673387,75.627823,78.303622,74.330066,44.639945,91.061638,51.219834,99.383203,69.637871,95.686302,81.543888,27.332162,32.823073,33.376673,64.169552,82.746717,90.217909,92.747062,109.515333,102.305854,107.856445,2,1,2,2,1,2
54.309517,60.53989,63.789117,45.662457,99.595782,100.024332,110.282982,60.967305,84.63191,94.270158,20.566108,38.10023,60.885244,64.19555,60.178857,71.4574,64.086966,63.931224,66.391765,81.705115,70.924014,84.053807,104.269737,119.379042,117.589073,126.963992,135.417337,130.361244,118.152072,127.365814,64.690714,53.129797,78.079591,70.852766,64.167124,107.484853,73.71895,87.267054,106.212129,111.66896,74.331713,80.799212,74.595246,44.033757,92.35601,53.241404,100.222065,70.495477,96.28631,81.025963,25.555825,34.321666,34.836445,64.926233,82.42158,92.444048,90.30922,108.457516,101.893023,107.444207,2,1,2,1,1,2
53.65371,60.640987,63.030018,46.62925,101.595823,100.82233,111.007238,62.977079,85.221898,95.528261,21.342025,39.016095,61.357827,64.309012,60.948006,71.413231,64.561975,64.238006,67.237964,81.300358,24.034029,60.207508,72.906746,70.380567,105.494409,104.532353,100.866364,88.918262,103.435021,123.079676,38.508977,26.033788,73.19762,66.331946,45.046365,63.626152,67.468642,107.745525,91.676075,113.686442,69.476277,87.443987,105.410101,124.347842,98.948003,122.84681,105.600471,121.805101,109.375851,145.177887,40.091274,65.73634,53.40797,81.904876,37.386499,50.277212,58.759128,73.964307,65.233221,88.621209,2,1,1,2,2,1
53.44316,58.94099,63.485717,45.962299,98.353676,98.690579,109.508306,61.492305,81.915438,94.798056,21.138846,38.792575,61.379645,63.935182,60.315135,71.22734,65.285893,64.351777,66.371136,81.669362,24.314316,60.459638,71.880592,68.783112,105.194653,104.829747,102.916057,88.484816,102.173143,123.701282,39.231552,26.963617,70.349653,65.089783,44.590832,64.632949,66.434394,105.697242,90.964284,115.417791,74.473743,77.251664,74.461427,46.197347,92.751385,51.852186,100.697829,72.729122,97.037656,80.729879,28.181471,32.762056,33.480176,64.678425,83.292162,90.521175,91.797849,109.82661,103.479109,107.696921,2,1,1,2,1,2
54.533725,62.728395,61.734494,45.169942,101.224933,99.251378,110.786714,63.304144,83.552151,94.855975,37.024251,58.679095,39.298783,51.887833,57.791707,74.83076,98.298929,109.444056,105.856055,119.182841,23.809806,59.341007,73.169516,68.131133,105.795592,105.494729,102.383637,87.879886,101.722928,123.59583,65.377097,51.361578,76.315561,69.006261,63.418154,107.271898,73.404098,86.532206,106.006041,111.747914,73.285849,78.137349,75.369593,43.011993,92.106831,50.045661,98.521242,71.223121,96.865751,81.888147,26.310075,31.235442,34.43281,62.576509,81.883087,91.450681,91.645182,110.237504,102.1109,108.350078,2,2,1,1,1,2
53.444205,59.990088,61.57325,45.636171,99.698348,98.343011,110.002483,61.049638,84.026157,96.323518,37.082924,58.39404,38.78477,52.163891,59.163206,72.988096,97.63536,108.789364,104.367473,118.454944,71.880341,83.275621,104.91783,119.136265,118.663118,127.298536,136.72199,130.839061,118.219152,128.468089,64.85441,53.024344,77.061822,68.153891,63.653707,106.901793,72.558064,88.639279,105.815399,111.161074,74.760508,79.648198,73.628239,44.631287,92.09342,53.750797,101.590519,70.64212,97.235316,81.751614,26.276698,32.597237,33.356541,63.189275,80.095282,88.995445,88.67922,110.306958,101.080394,107.942467,2,2,2,1,1,2
50.84671,59.592381,63.542232,47.477474,98.910052,98.532963,110.043409,62.794517,82.599539,95.183479,20.570752,38.820356,60.990743,64.279326,60.499156,72.136388,64.854122,64.249442,67.498894,82.004046,69.224041,83.333411,103.398429,118.242198,117.843116,126.210286,135.58624,131.038187,116.968383,125.681543,39.702174,26.303253,73.509073,67.016442,46.220686,64.764393,67.168309,105.616055,92.606672,113.983494,68.914028,87.464246,104.587513,123.641744,99.514914,123.221356,105.927708,122.873969,108.938544,143.587656,25.206927,29.629324,32.694715,62.707013,81.356096,90.193069,89.84297,109.290804,101.109844,106.312777,2,1,2,2,2,2
53.628767,60.887318,62.512834,43.670124,99.983832,99.286967,109.166558,63.248575,83.751632,96.986013,18.007553,36.482713,58.928598,62.349821,58.370106,68.432362,62.227677,61.906042,64.482834,78.903549,24.682441,59.565028,72.616223,69.371583,105.647003,104.402062,100.741014,90.363467,101.939962,124.591705,64.707144,53.079086,75.340143,69.451152,62.274578,106.749865,72.374607,87.980123,105.174252,110.624249,69.525077,88.493708,104.219526,122.987327,100.239026,124.252512,105.883802,122.552053,109.020831,144.919611,25.019432,32.306712,33.075706,64.177073,82.805965,91.359524,91.268819,110.808381,101.921932,107.787501,2,1,1,1,2,2
